Candidate,FolderName,Variant,SuccessRate,MeanDist_m,AvgTime_s,MaxPhysErr_m,AvgSteps
E,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VFalse_mpc4,combined_5/dpcc-c,0.0,0.3841800093650818,1.019335150718689,0.46315503120422363,300.0
E,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VFalse_mpc4,combined_5/dpcc-c-dt0p25,0.0,0.4176514744758606,1.2519967555999756,0.46200957894325256,300.0
E,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VFalse_mpc4,combined_5/dpcc-c-dt0p5,0.0,0.4392368197441101,1.4057527780532837,0.686396598815918,300.0
E,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VFalse_mpc4,combined_5/dpcc-c-dt2p0,0.0,0.3433142304420471,0.4897218644618988,0.13452070951461792,300.0
E,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VFalse_mpc4,combined_5/dpcc-c-dt4p0,0.0,0.3433142304420471,0.31564876437187195,0.04641755297780037,300.0
E,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VFalse_mpc4,combined_5/dpcc-r,0.0,0.48763102293014526,1.2179142236709595,0.4971647262573242,300.0
E,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VFalse_mpc4,combined_5/dpcc-t,0.0,0.34667807817459106,0.8711884617805481,0.05005844309926033,300.0
E,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VFalse_mpc4,combined_5/gradient,0.0,0.395769864320755,0.18147163093090057,0.24780504405498505,300.0
E,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VFalse_mpc4,combined_5/model_free,0.0,0.3289220333099365,0.27785563468933105,0.20838291943073273,300.0
E,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VFalse_mpc4,combined_5/post_processing,0.0,0.5318907499313354,0.16949762403964996,0.5006429553031921,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened/diffuser,0.0,0.2218526154756546,0.01801833137869835,0.47266945242881775,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened/dpcc-c,0.0,0.3245893120765686,0.05080660432577133,0.04886726662516594,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened/dpcc-c-dt0p25,0.0,0.3497260808944702,0.10007880628108978,0.7258604764938354,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened/dpcc-c-dt0p5,0.0,0.25864341855049133,0.06240968033671379,0.46765485405921936,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened/dpcc-c-dt2p0,0.0,0.2270885705947876,0.06110410764813423,0.4694327414035797,300.0
F,H8_K1_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,combined_5-tightened/dpcc-c-dt4p0,0.0,0.2092578411102295,0.03590034693479538,0.048466384410858154,267.79998779296875
