Candidate,FolderName,scene,engine,K,seed,split,geo,variant,variant_base,tightened,variant_raw,rollout_idx,projection_cb_tripped,homotopy,homotopy_flown,n_success,success_relaxed,n_success_and_constraints,n_success_relaxed_and_constraints,collision_free_completed,phys_safe,goal_reached,goal_dist,n_violations,total_violations,n_steps,steps_to_goal,avg_time,avg_time_ms,fm_ms,proj_ms,total_ms_p95,over_budget_frac,track_err_mean,phys_contact_frac,phys_min_z,FullPath,backbone,budget_ms,constraint_collision_free,constraint_n_violations,constraint_total_violations,controller,diagnostics_found,fm_ms_p95,generation,geo_scene,goal_crossed_line,max_episode_length,mpc_batch,n_fm_steps,n_proj_steps,n_success_relaxed,over_budget_steps,phys_final_z,projection_backstop_hits,projection_cb_skipped_steps,projection_cb_trips,scene_json,success_relaxed_and_constraints,success_strict,success_strict_and_constraints,threshold
1,corridor|Gen11,corridor,,,6,test,dpcc-t_anchorP,dpcc-t,dpcc-t,False,dpcc-t,1,0.0,C,,0.0,,0.0,,,,,,0.0,0.0,243.0,,0.6273095587521423,627.3095587521424,85.74825658658405,541.5613021655583,1313.889421895146,1.0,0.26953740209258925,,,/data/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,,30.3,,,,,1.0,86.19133960455656,Gen11,dpcc-t,,,,243.0,,,243.0,,,,,corridor,,,,
1,corridor|Gen11,corridor,,,6,test,dpcc-t_anchorP,dpcc-t,dpcc-t,False,dpcc-t,2,0.0,R,,0.0,,0.0,,,,,,0.0,0.0,231.0,,0.546171177170558,546.1711771705579,85.56016438612433,460.61101278443357,703.6535246297717,1.0,0.6487697603524425,,,/data/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,,30.3,,,,,1.0,85.87521780282259,Gen11,dpcc-t,,,,231.0,,,231.0,,,,,corridor,,,,
1,corridor|Gen11,corridor,,,6,test,dpcc-t_anchorP,dpcc-t,dpcc-t,False,dpcc-t,3,0.0,L,,0.0,,0.0,,,,,,0.0,0.0,295.0,,0.46567306331027364,465.6730633102736,85.61642099866422,380.0566423116094,733.8995143771172,1.0,0.36577796957079656,,,/data/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,,30.3,,,,,1.0,86.02594546973705,Gen11,dpcc-t,,,,295.0,,,295.0,,,,,corridor,,,,
1,corridor|Gen11,corridor,,,6,test,dpcc-t_anchorP,dpcc-t,dpcc-t,False,dpcc-t,4,0.0,C,,0.0,,0.0,,,,,,0.0,0.0,259.0,,0.49928355541324754,499.28355541324754,85.80148183384688,413.48207357940066,836.9265057146548,1.0,0.9911745222725709,,,/data/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,,30.3,,,,,1.0,86.23027019202709,Gen11,dpcc-t,,,,259.0,,,259.0,,,,,corridor,,,,
1,corridor|Gen11,corridor,,,6,test,dpcc-t_anchorP,dpcc-t,dpcc-t,False,dpcc-t,5,0.0,R,,0.0,,0.0,,,,,,0.0,0.0,241.0,,0.5530206302559598,553.0206302559599,85.57535853252371,467.4452717234361,1053.681930527091,1.0,0.35509106176143207,,,/data/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,,30.3,,,,,1.0,86.0213041305542,Gen11,dpcc-t,,,,241.0,,,241.0,,,,,corridor,,,,
1,corridor|Gen11,corridor,,,6,test,dpcc-t_anchorP,dpcc-t,dpcc-t,False,dpcc-t,6,0.0,L,,0.0,,0.0,,,,,,0.0,0.0,293.0,,0.6184326269355548,618.4326269355548,85.74522064153246,532.6874062940224,1201.6973055899116,1.0,0.2444443830960273,,,/data/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,,30.3,,,,,1.0,86.10898517072201,Gen11,dpcc-t,,,,293.0,,,293.0,,,,,corridor,,,,
1,corridor|Gen11,corridor,,,6,test,dpcc-t_anchorP,dpcc-t,dpcc-t,False,dpcc-t,7,0.0,C,,0.0,,0.0,,,,,,0.0,0.0,249.0,,0.15969855051831788,159.6985505183179,85.74418962959305,73.95436088872482,147.35626839101315,1.0,0.5271599794513246,,,/data/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,,30.3,,,,,1.0,86.1319787800312,Gen11,dpcc-t,,,,249.0,,,249.0,,,,,corridor,,,,
1,corridor|Gen11,corridor,,,6,test,dpcc-t_anchorP,dpcc-t,dpcc-t,False,dpcc-t,8,0.0,R,,0.0,,0.0,,,,,,0.0,0.0,258.0,,0.5041096867387032,504.10968673870315,85.73998762078064,418.3696991179225,1009.8193912766873,1.0,0.5408631223735433,,,/data/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,,30.3,,,,,1.0,86.12790629267693,Gen11,dpcc-t,,,,258.0,,,258.0,,,,,corridor,,,,
1,corridor|Gen11,corridor,,,6,test,dpcc-t_anchorP,dpcc-t,dpcc-t,False,dpcc-t,9,0.0,L,,0.0,,0.0,,,,,,0.0,0.0,272.0,,0.5758893807103639,575.8893807103639,85.69247613880125,490.1969045715626,1205.450038984418,1.0,1.161499132856524,,,/data/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,,30.3,,,,,1.0,86.09148375689983,Gen11,dpcc-t,,,,272.0,,,272.0,,,,,corridor,,,,
1,corridor|Gen11,corridor,,,6,test,gradient_anchorP,gradient,gradient,False,gradient,0,0.0,L,,0.0,,0.0,,,,,,0.0,0.0,254.0,,0.08948668346952969,89.4866834695297,89.4866834695297,0.0,89.84365658834577,1.0,1.4165172907557715,,,/data/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,,30.3,,,,,1.0,89.84365658834577,Gen11,gradient,,,,254.0,,,254.0,,,,,corridor,,,,
