scene,engine,geo,variant,split,K,metric,mean,std,min,max,n,mask,n_candidates,candidates,n_seeds
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,n_success,0.0,0.0,0.0,0.0,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,n_success_and_constraints,0.0,0.0,0.0,0.0,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,n_success_relaxed_and_constraints,0.0,0.0,0.0,0.0,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,n_violations,361.9,13.093255261138586,348.0,386.0,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,over_budget_frac,0.9744949494949495,0.015450198548021401,0.9419191919191919,1.0,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,over_budget_steps,385.9,6.118278625016463,373.0,396.0,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,phys_contact_frac,0.0006734006734006733,0.0021294799058372924,0.0,0.006734006734006734,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,phys_final_z,3.821133175503322,11.807826205406487,0.08715727426298712,37.426795697387156,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,phys_min_z,0.13445466696175273,0.18894057880970713,0.05190370389225238,0.6713389766288249,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,phys_safe,0.1,0.31622776601683794,0.0,1.0,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,proj_ms,46.76471940768563,2.728094007969787,43.06445879428977,53.40790105136958,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,projection_backstop_hits,0.0,0.0,0.0,0.0,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,projection_cb_skipped_steps,0.0,0.0,0.0,0.0,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,projection_cb_tripped,0.0,0.0,0.0,0.0,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,projection_cb_trips,0.0,0.0,0.0,0.0,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,success_relaxed,0.1,0.31622776601683794,0.0,1.0,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,success_relaxed_and_constraints,0.0,0.0,0.0,0.0,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,success_strict,0.0,0.0,0.0,0.0,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,success_strict_and_constraints,0.0,0.0,0.0,0.0,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,total_ms_p95,91.27892507240176,4.12492573757005,87.07129117101431,100.22887913510203,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,total_violations,6679.018971711844,11757.288026269847,545.0713125410726,36473.31661458012,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,2,track_err_mean,147.10634470372287,38.13057952061962,79.41077992535803,197.5883922174658,10,proj_valid,1,35,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,avg_time,0.11087507814441741,0.0023320116837502653,0.10786777617165236,0.11454370231226538,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,avg_time_ms,110.87507814441742,2.3320116837502702,107.86777617165235,114.54370231226538,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,budget_ms,30.3,0.0,30.3,30.3,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,collision_free_completed,0.0,0.0,0.0,0.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,constraint_collision_free,0.0,0.0,0.0,0.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,constraint_n_violations,340.9,17.336217708728864,315.0,377.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,constraint_total_violations,351.2755562800162,197.38883918908823,114.34859862672228,716.7403075290197,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,diagnostics_found,1.0,0.0,1.0,1.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,fm_ms,43.69899504770986,0.024437666574771588,43.66327399820691,43.75133684111966,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,fm_ms_p95,43.867707904428244,0.053126116037363905,43.816857505589724,43.96619275212288,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,goal_crossed_line,0.1,0.31622776601683794,0.0,1.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,goal_dist,5.0075734008582575,0.9227507560244733,2.530967333334589,5.628118877719225,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,goal_reached,0.0,0.0,0.0,0.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,max_episode_length,396.0,0.0,396.0,396.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,n_fm_steps,396.0,0.0,396.0,396.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,n_proj_steps,396.0,0.0,396.0,396.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,n_steps,396.0,0.0,396.0,396.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,n_success,0.0,0.0,0.0,0.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,n_success_and_constraints,0.0,0.0,0.0,0.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,n_success_relaxed_and_constraints,0.0,0.0,0.0,0.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,n_violations,340.9,17.336217708728864,315.0,377.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,over_budget_frac,1.0,0.0,1.0,1.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,over_budget_steps,396.0,0.0,396.0,396.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,phys_contact_frac,0.1430976430976431,0.27656522069400635,0.0,0.6801346801346801,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,phys_final_z,0.16752570210437293,0.22195137208067536,0.08715727426298711,0.7931621469168122,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,phys_min_z,0.14645521772564107,0.23007572450987132,0.013707822854985395,0.7931621469168122,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,phys_safe,0.0,0.0,0.0,0.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,proj_ms,67.17608309670756,2.346198054636762,64.14783232365593,70.88042831405846,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,projection_backstop_hits,0.0,0.0,0.0,0.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,projection_cb_skipped_steps,0.0,0.0,0.0,0.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,projection_cb_tripped,0.0,0.0,0.0,0.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,projection_cb_trips,0.0,0.0,0.0,0.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,success_relaxed,0.0,0.0,0.0,0.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,success_relaxed_and_constraints,0.0,0.0,0.0,0.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,success_strict,0.0,0.0,0.0,0.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,success_strict_and_constraints,0.0,0.0,0.0,0.0,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,total_ms_p95,146.0099139250815,4.0203680400501405,137.058490421623,150.9769158437848,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,total_violations,351.2755562800162,197.38883918908823,114.34859862672228,716.7403075290197,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,track_err_mean,153.64901172224148,25.179109342532904,92.33747009919618,182.50078663026483,10,all,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,avg_time,0.11087507814441741,0.0023320116837502653,0.10786777617165236,0.11454370231226538,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,avg_time_ms,110.87507814441742,2.3320116837502702,107.86777617165235,114.54370231226538,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,budget_ms,30.3,0.0,30.3,30.3,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,collision_free_completed,0.0,0.0,0.0,0.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,constraint_collision_free,0.0,0.0,0.0,0.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,constraint_n_violations,340.9,17.336217708728864,315.0,377.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,constraint_total_violations,351.2755562800162,197.38883918908823,114.34859862672228,716.7403075290197,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,diagnostics_found,1.0,0.0,1.0,1.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,fm_ms,43.69899504770986,0.024437666574771588,43.66327399820691,43.75133684111966,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,fm_ms_p95,43.867707904428244,0.053126116037363905,43.816857505589724,43.96619275212288,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,goal_crossed_line,0.1,0.31622776601683794,0.0,1.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,goal_dist,5.0075734008582575,0.9227507560244733,2.530967333334589,5.628118877719225,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,goal_reached,0.0,0.0,0.0,0.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,max_episode_length,396.0,0.0,396.0,396.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,n_fm_steps,396.0,0.0,396.0,396.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,n_proj_steps,396.0,0.0,396.0,396.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,n_steps,396.0,0.0,396.0,396.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,n_success,0.0,0.0,0.0,0.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,n_success_and_constraints,0.0,0.0,0.0,0.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,n_success_relaxed_and_constraints,0.0,0.0,0.0,0.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,n_violations,340.9,17.336217708728864,315.0,377.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,over_budget_frac,1.0,0.0,1.0,1.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,over_budget_steps,396.0,0.0,396.0,396.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,phys_contact_frac,0.1430976430976431,0.27656522069400635,0.0,0.6801346801346801,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,phys_final_z,0.16752570210437293,0.22195137208067536,0.08715727426298711,0.7931621469168122,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,phys_min_z,0.14645521772564107,0.23007572450987132,0.013707822854985395,0.7931621469168122,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,phys_safe,0.0,0.0,0.0,0.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,proj_ms,67.17608309670756,2.346198054636762,64.14783232365593,70.88042831405846,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,projection_backstop_hits,0.0,0.0,0.0,0.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,projection_cb_skipped_steps,0.0,0.0,0.0,0.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,projection_cb_tripped,0.0,0.0,0.0,0.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,projection_cb_trips,0.0,0.0,0.0,0.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,success_relaxed,0.0,0.0,0.0,0.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,success_relaxed_and_constraints,0.0,0.0,0.0,0.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,success_strict,0.0,0.0,0.0,0.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,success_strict_and_constraints,0.0,0.0,0.0,0.0,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,total_ms_p95,146.0099139250815,4.0203680400501405,137.058490421623,150.9769158437848,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,total_violations,351.2755562800162,197.38883918908823,114.34859862672228,716.7403075290197,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,5,track_err_mean,153.64901172224148,25.179109342532904,92.33747009919618,182.50078663026483,10,proj_valid,1,36,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,avg_time,0.17296544570861516,0.010914218039687902,0.14646097879405276,0.18387816218433506,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,avg_time_ms,172.96544570861516,10.914218039687901,146.46097879405275,183.87816218433505,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,budget_ms,30.3,0.0,30.3,30.3,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,collision_free_completed,0.0,0.0,0.0,0.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,constraint_collision_free,0.0,0.0,0.0,0.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,constraint_n_violations,306.6,70.88833158958924,125.0,377.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,constraint_total_violations,851.9173910199333,2132.8533250087016,66.30841627597795,6917.21508706785,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,diagnostics_found,1.0,0.0,1.0,1.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,fm_ms,85.10652634296378,0.11031372799938734,84.95933003723621,85.36458115629625,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,fm_ms_p95,85.54744203574955,0.16343554933359103,85.34220652654767,85.89975163340569,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,goal_crossed_line,0.2,0.42163702135578396,0.0,1.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,goal_dist,6.401818737413191,6.324567493857988,1.1478654207744203,23.89154165941877,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,goal_reached,0.0,0.0,0.0,0.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,max_episode_length,396.0,0.0,396.0,396.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,n_fm_steps,396.0,0.0,396.0,396.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,n_proj_steps,396.0,0.0,396.0,396.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,n_steps,396.0,0.0,396.0,396.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,n_success,0.0,0.0,0.0,0.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,n_success_and_constraints,0.0,0.0,0.0,0.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,n_success_relaxed_and_constraints,0.0,0.0,0.0,0.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,n_violations,306.6,70.88833158958924,125.0,377.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,over_budget_frac,1.0,0.0,1.0,1.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,over_budget_steps,396.0,0.0,396.0,396.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,phys_contact_frac,0.2602693602693603,0.3340420219432769,0.0,0.718013468013468,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,phys_final_z,0.35605909591202856,0.4588027007570573,0.08715727426298712,1.3231738008099214,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,phys_min_z,0.2811817728154203,0.34852279327866204,-0.012214629700077605,0.9779890201070806,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,phys_safe,0.0,0.0,0.0,0.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,proj_ms,87.85891936565137,10.890018644725528,61.3775044689049,98.5135810280388,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,projection_backstop_hits,0.0,0.0,0.0,0.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,projection_cb_skipped_steps,0.0,0.0,0.0,0.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,projection_cb_tripped,0.0,0.0,0.0,0.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,projection_cb_trips,0.0,0.0,0.0,0.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,success_relaxed,0.0,0.0,0.0,0.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,success_relaxed_and_constraints,0.0,0.0,0.0,0.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,success_strict,0.0,0.0,0.0,0.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,success_strict_and_constraints,0.0,0.0,0.0,0.0,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,total_ms_p95,207.68067562021315,12.077473772275662,183.55824891477823,219.5159625262022,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,total_violations,851.9173910199333,2132.8533250087016,66.30841627597795,6917.21508706785,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,track_err_mean,121.13025012028329,47.51980082141483,16.88644936159275,183.28614483668622,10,all,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,avg_time,0.17296544570861516,0.010914218039687902,0.14646097879405276,0.18387816218433506,10,proj_valid,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,avg_time_ms,172.96544570861516,10.914218039687901,146.46097879405275,183.87816218433505,10,proj_valid,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,budget_ms,30.3,0.0,30.3,30.3,10,proj_valid,1,32,1
corridor,fm,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,test,10,collision_free_completed,0.0,0.0,0.0,0.0,10,proj_valid,1,32,1
