Candidate,Display,Eval_Tag,scene,engine,engine_label,K,mpc_batch,controller,threshold,run_tag,backbone,data_proportion,alpha_init,alpha_end,train_K,horizon,diffusion_cls,model_name,generation,Seeds,N_Seeds,Missing_Seeds,CB_Sentinels,Latest_Snapshot,Snapshot_By_Seed,Full_Path
55,corridor|mf|K2|bbunet|dp0.5|@u7hg,Emf_K2_mpc4_pid_stopgo_T0.5_u7hg,corridor,mf,MeanFlow (Gen3v6),2.0,4.0,pid_stopgo,0.5,u7hg,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260912_230238,6:20260912_230238,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5_u7hg
56,corridor|mf|K3|bbunet|dp0.5|@u17cv2,Emf_K3_mpc4_pid_stopgo_T0.5_u17cv2,corridor,mf,MeanFlow (Gen3v6),3.0,4.0,pid_stopgo,0.5,u17cv2,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260918_162447,6:20260918_162447,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K3_mpc4_pid_stopgo_T0.5_u17cv2
57,corridor|mf|K3|bbunet|dp0.5|@u7hg,Emf_K3_mpc4_pid_stopgo_T0.5_u7hg,corridor,mf,MeanFlow (Gen3v6),3.0,4.0,pid_stopgo,0.5,u7hg,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260913_154814,6:20260913_154814,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K3_mpc4_pid_stopgo_T0.5_u7hg
58,corridor|mf|K3|bbunet|dp0.5|@u7hg(debugging_with_demo_gif),Emf_K3_mpc4_pid_stopgo_T0.5_u7hg(debugging_with_demo_gif),corridor,mf,MeanFlow (Gen3v6),3.0,4.0,pid_stopgo,0.5,u7hg(debugging_with_demo_gif),unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260913_130134,6:20260913_130134,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K3_mpc4_pid_stopgo_T0.5_u7hg(debugging_with_demo_gif)
59,corridor|mf|K5|bbunet|dp0.5,Emf_K5_mpc4_pid_stopgo_T0.5,corridor,mf,MeanFlow (Gen3v6),5.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260820_164530,6:20260820_164530,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K5_mpc4_pid_stopgo_T0.5
60,corridor|mf|K5|bbunet|dp0.5|@u17cv2,Emf_K5_mpc4_pid_stopgo_T0.5_u17cv2,corridor,mf,MeanFlow (Gen3v6),5.0,4.0,pid_stopgo,0.5,u17cv2,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260918_164517,6:20260918_164517,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K5_mpc4_pid_stopgo_T0.5_u17cv2
61,corridor|mf|K5|bbunet|dp0.5|@u7hg,Emf_K5_mpc4_pid_stopgo_T0.5_u7hg,corridor,mf,MeanFlow (Gen3v6),5.0,4.0,pid_stopgo,0.5,u7hg,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260912_230237,6:20260912_230237,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K5_mpc4_pid_stopgo_T0.5_u7hg
62,pillars|af|K1|bbunet|@EPlatest_u6unet_ae02,Eaf_K1_mpc4_pid_stopgo_T0.5_EPlatest_u6unet_ae02,pillars,af,alpha-Flow (Gen3v7),1.0,4.0,pid_stopgo,0.5,EPlatest_u6unet_ae02,unet,,1,0.2,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet,Gen15,6,1,,0,20260905_015012,6:20260905_015012,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet/Eaf_K1_mpc4_pid_stopgo_T0.5_EPlatest_u6unet_ae02
63,pillars|af|K1|bbunet|@EPlatest_u7hg,Eaf_K1_mpc4_pid_stopgo_T0.5_EPlatest_u7hg,pillars,af,alpha-Flow (Gen3v7),1.0,4.0,pid_stopgo,0.5,EPlatest_u7hg,unet,,1,0.2,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet,Gen15,6,1,,0,20260907_075325,6:20260907_075325,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet/Eaf_K1_mpc4_pid_stopgo_T0.5_EPlatest_u7hg
64,pillars|af|K1|bbunet|@EPlatest_u7xl,Eaf_K1_mpc4_pid_stopgo_T0.5_EPlatest_u7xl,pillars,af,alpha-Flow (Gen3v7),1.0,4.0,pid_stopgo,0.5,EPlatest_u7xl,unet,,1,0.2,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet,Gen15,6,1,,0,20260919_222021,6:20260919_222021,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet/Eaf_K1_mpc4_pid_stopgo_T0.5_EPlatest_u7xl
65,pillars|af|K2|bbunet|@EPlatest_u6unet_ae02,Eaf_K2_mpc4_pid_stopgo_T0.5_EPlatest_u6unet_ae02,pillars,af,alpha-Flow (Gen3v7),2.0,4.0,pid_stopgo,0.5,EPlatest_u6unet_ae02,unet,,1,0.2,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet,Gen15,6,1,,0,20260905_025928,6:20260905_025928,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet/Eaf_K2_mpc4_pid_stopgo_T0.5_EPlatest_u6unet_ae02
66,pillars|af|K2|bbunet|@EPlatest_u7hg,Eaf_K2_mpc4_pid_stopgo_T0.5_EPlatest_u7hg,pillars,af,alpha-Flow (Gen3v7),2.0,4.0,pid_stopgo,0.5,EPlatest_u7hg,unet,,1,0.2,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet,Gen15,6,1,,0,20260907_095135,6:20260907_095135,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet/Eaf_K2_mpc4_pid_stopgo_T0.5_EPlatest_u7hg
67,pillars|af|K2|bbunet|@EPlatest_u7hga1,Eaf_K2_mpc4_pid_stopgo_T0.5_EPlatest_u7hga1,pillars,af,alpha-Flow (Gen3v7),2.0,4.0,pid_stopgo,0.5,EPlatest_u7hga1,unet,,1,0.2,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet,Gen15,6,1,,0,20260919_080017,6:20260919_080017,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet/Eaf_K2_mpc4_pid_stopgo_T0.5_EPlatest_u7hga1
68,pillars|af|K2|bbunet|@EPlatest_u7xl,Eaf_K2_mpc4_pid_stopgo_T0.5_EPlatest_u7xl,pillars,af,alpha-Flow (Gen3v7),2.0,4.0,pid_stopgo,0.5,EPlatest_u7xl,unet,,1,0.2,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet,Gen15,6,1,,0,20260919_235429,6:20260919_235429,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet/Eaf_K2_mpc4_pid_stopgo_T0.5_EPlatest_u7xl
69,pillars|af|K5|bbunet|@EPlatest_u7hg,Eaf_K5_mpc4_pid_stopgo_T0.5_EPlatest_u7hg,pillars,af,alpha-Flow (Gen3v7),5.0,4.0,pid_stopgo,0.5,EPlatest_u7hg,unet,,1,0.2,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet,Gen15,6,1,,0,20260909_225534,6:20260909_225534,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet/Eaf_K5_mpc4_pid_stopgo_T0.5_EPlatest_u7hg
70,pillars|af|K5|bbunet|@EPlatest_u7xl,Eaf_K5_mpc4_pid_stopgo_T0.5_EPlatest_u7xl,pillars,af,alpha-Flow (Gen3v7),5.0,4.0,pid_stopgo,0.5,EPlatest_u7xl,unet,,1,0.2,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet,Gen15,6,1,,0,20260921_203349,6:20260921_203349,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet/Eaf_K5_mpc4_pid_stopgo_T0.5_EPlatest_u7xl
71,pillars|af|K1|bbsit,Eaf_K1_mpc4_pid_stopgo_T0.5,pillars,af,alpha-Flow (Gen3v7),1.0,4.0,pid_stopgo,0.5,,sit,,1,0,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit,Gen15,6,1,,0,20260829_051944,6:20260829_051944,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K1_mpc4_pid_stopgo_T0.5
72,pillars|af|K1|bbsit|@u6sitlatest,Eaf_K1_mpc4_pid_stopgo_T0.5_u6sitlatest,pillars,af,alpha-Flow (Gen3v7),1.0,4.0,pid_stopgo,0.5,u6sitlatest,sit,,1,0,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit,Gen15,6,1,,0,20260904_134847,6:20260904_134847,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K1_mpc4_pid_stopgo_T0.5_u6sitlatest
73,pillars|af|K2|bbsit,Eaf_K2_mpc4_pid_stopgo_T0.5,pillars,af,alpha-Flow (Gen3v7),2.0,4.0,pid_stopgo,0.5,,sit,,1,0,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit,Gen15,6,1,,0,20260829_064323,6:20260829_064323,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K2_mpc4_pid_stopgo_T0.5
74,pillars|af|K2|bbsit|@u6sitlatest,Eaf_K2_mpc4_pid_stopgo_T0.5_u6sitlatest,pillars,af,alpha-Flow (Gen3v7),2.0,4.0,pid_stopgo,0.5,u6sitlatest,sit,,1,0,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit,Gen15,6,1,,0,20260904_144659,6:20260904_144659,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K2_mpc4_pid_stopgo_T0.5_u6sitlatest
75,pillars|af|K5|bbsit,Eaf_K5_mpc4_pid_stopgo_T0.5,pillars,af,alpha-Flow (Gen3v7),5.0,4.0,pid_stopgo,0.5,,sit,,1,0,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit,Gen15,6,1,,0,20260829_081433,6:20260829_081433,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5
76,pillars|diffusion|K20|@u7hg,Ediffusion_K20_mpc4_pid_stopgo_T0.5_u7hg,pillars,diffusion,DDPM / DPCC baseline (GaussianDiffusion),20.0,4.0,pid_stopgo,0.5,u7hg,,,,,20,8,,H8_Dmodels.ddpm_diffusion.GaussianDiffusion_9D_K20,Gen15,6,1,,0,20260918_121501,6:20260918_121501,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_diffusion/H8_Dmodels.ddpm_diffusion.GaussianDiffusion_9D_K20/Ediffusion_K20_mpc4_pid_stopgo_T0.5_u7hg
77,pillars|diffusion|K20|@u7xl,Ediffusion_K20_mpc4_pid_stopgo_T0.5_u7xl,pillars,diffusion,DDPM / DPCC baseline (GaussianDiffusion),20.0,4.0,pid_stopgo,0.5,u7xl,,,,,20,8,,H8_Dmodels.ddpm_diffusion.GaussianDiffusion_9D_K20,Gen15,6,1,,0,20260919_111842,6:20260919_111842,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_diffusion/H8_Dmodels.ddpm_diffusion.GaussianDiffusion_9D_K20/Ediffusion_K20_mpc4_pid_stopgo_T0.5_u7xl
78,pillars|fm|K10,Efm_K10_mpc4_pid_stopgo_T0.5,pillars,fm,Flow Matching (Gen11 FMv3ODE),10.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,6,20260818_130346,6:20260818_130346,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5
79,pillars|fm|K1,Efm_K1_mpc4_pid_stopgo_T0.5,pillars,fm,Flow Matching (Gen11 FMv3ODE),1.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260827_172555,6:20260827_172555,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5
80,pillars|fm|K1|@u7hg,Efm_K1_mpc4_pid_stopgo_T0.5_u7hg,pillars,fm,Flow Matching (Gen11 FMv3ODE),1.0,4.0,pid_stopgo,0.5,u7hg,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260918_135530,6:20260918_135530,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5_u7hg
81,pillars|fm|K1|@u7xl,Efm_K1_mpc4_pid_stopgo_T0.5_u7xl,pillars,fm,Flow Matching (Gen11 FMv3ODE),1.0,4.0,pid_stopgo,0.5,u7xl,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260920_011523,6:20260920_011523,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5_u7xl
82,pillars|fm|K20,Efm_K20_mpc4_pid_stopgo_T0.5,pillars,fm,Flow Matching (Gen11 FMv3ODE),20.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,3,20260827_234036,6:20260827_234036,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K20_mpc4_pid_stopgo_T0.5
83,pillars|fm|K2,Efm_K2_mpc4_pid_stopgo_T0.5,pillars,fm,Flow Matching (Gen11 FMv3ODE),2.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260827_203140,6:20260827_203140,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K2_mpc4_pid_stopgo_T0.5
84,pillars|fm|K2|@u7hg,Efm_K2_mpc4_pid_stopgo_T0.5_u7hg,pillars,fm,Flow Matching (Gen11 FMv3ODE),2.0,4.0,pid_stopgo,0.5,u7hg,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260906_052101,6:20260906_052101,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K2_mpc4_pid_stopgo_T0.5_u7hg
85,pillars|fm|K2|@u7hga1,Efm_K2_mpc4_pid_stopgo_T0.5_u7hga1,pillars,fm,Flow Matching (Gen11 FMv3ODE),2.0,4.0,pid_stopgo,0.5,u7hga1,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260918_121504,6:20260918_121504,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K2_mpc4_pid_stopgo_T0.5_u7hga1
86,pillars|fm|K2|@u7xl,Efm_K2_mpc4_pid_stopgo_T0.5_u7xl,pillars,fm,Flow Matching (Gen11 FMv3ODE),2.0,4.0,pid_stopgo,0.5,u7xl,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260920_111902,6:20260920_111902,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K2_mpc4_pid_stopgo_T0.5_u7xl
87,pillars|fm|K5,Efm_K5_mpc4_pid_stopgo_T0.5,pillars,fm,Flow Matching (Gen11 FMv3ODE),5.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260827_234031,6:20260827_234031,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K5_mpc4_pid_stopgo_T0.5
88,pillars|fm|K5|@u7hg,Efm_K5_mpc4_pid_stopgo_T0.5_u7hg,pillars,fm,Flow Matching (Gen11 FMv3ODE),5.0,4.0,pid_stopgo,0.5,u7hg,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260907_061842,6:20260907_061842,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K5_mpc4_pid_stopgo_T0.5_u7hg
89,pillars|fm|K5|@u7xl,Efm_K5_mpc4_pid_stopgo_T0.5_u7xl,pillars,fm,Flow Matching (Gen11 FMv3ODE),5.0,4.0,pid_stopgo,0.5,u7xl,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260921_172641,6:20260921_172641,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K5_mpc4_pid_stopgo_T0.5_u7xl
90,pillars|mf|K10|bbunet|dp0.5,Emf_K10_mpc4_pid_stopgo_T0.5,pillars,mf,MeanFlow (Gen3v6),10.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260816_205837,6:20260816_205837,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K10_mpc4_pid_stopgo_T0.5
91,pillars|mf|K1|bbunet|dp0.5,Emf_K1_mpc4_pid_stopgo_T0.5,pillars,mf,MeanFlow (Gen3v6),1.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260828_134908,6:20260828_134908,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5
92,pillars|mf|K1|bbunet|dp0.5|@fix16legacy,Emf_K1_mpc4_pid_stopgo_T0.5_fix16legacy,pillars,mf,MeanFlow (Gen3v6),1.0,4.0,pid_stopgo,0.5,fix16legacy,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260903_004411,6:20260903_004411,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5_fix16legacy
93,pillars|mf|K1|bbunet|dp0.5|@fix16scaled,Emf_K1_mpc4_pid_stopgo_T0.5_fix16scaled,pillars,mf,MeanFlow (Gen3v6),1.0,4.0,pid_stopgo,0.5,fix16scaled,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260903_105414,6:20260903_105414,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5_fix16scaled
94,pillars|mf|K1|bbunet|dp0.5|@u7hg,Emf_K1_mpc4_pid_stopgo_T0.5_u7hg,pillars,mf,MeanFlow (Gen3v6),1.0,4.0,pid_stopgo,0.5,u7hg,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260919_083936,6:20260919_083936,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5_u7hg
95,pillars|mf|K1|bbunet|dp0.5|@u7xl,Emf_K1_mpc4_pid_stopgo_T0.5_u7xl,pillars,mf,MeanFlow (Gen3v6),1.0,4.0,pid_stopgo,0.5,u7xl,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260919_192217,6:20260919_192217,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5_u7xl
96,pillars|mf|K2|bbunet|dp0.5,Emf_K2_mpc4_pid_stopgo_T0.5,pillars,mf,MeanFlow (Gen3v6),2.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260828_152951,6:20260828_152951,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5
97,pillars|mf|K2|bbunet|dp0.5|@fix16legacy,Emf_K2_mpc4_pid_stopgo_T0.5_fix16legacy,pillars,mf,MeanFlow (Gen3v6),2.0,4.0,pid_stopgo,0.5,fix16legacy,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260903_014809,6:20260903_014809,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5_fix16legacy
98,pillars|mf|K2|bbunet|dp0.5|@fix16scaled,Emf_K2_mpc4_pid_stopgo_T0.5_fix16scaled,pillars,mf,MeanFlow (Gen3v6),2.0,4.0,pid_stopgo,0.5,fix16scaled,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260903_121928,6:20260903_121928,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5_fix16scaled
99,pillars|mf|K2|bbunet|dp0.5|@u7hg,Emf_K2_mpc4_pid_stopgo_T0.5_u7hg,pillars,mf,MeanFlow (Gen3v6),2.0,4.0,pid_stopgo,0.5,u7hg,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260906_034144,6:20260906_034144,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5_u7hg
100,pillars|mf|K2|bbunet|dp0.5|@u7hga1,Emf_K2_mpc4_pid_stopgo_T0.5_u7hga1,pillars,mf,MeanFlow (Gen3v6),2.0,4.0,pid_stopgo,0.5,u7hga1,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260918_143346,6:20260918_143346,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5_u7hga1
