Rank,Candidate,Folder,scene,engine,K,hf_degenerate,NFE_effective,Success+Constraint (%),Std (%),Success (%),Success relaxed (%),CollisionFree (%),PhysSafe (%),Time (ms),Gen (ms),Proj (ms),OverBudget (frac),CB tripped (rate),GoalDist_m,StepsToGoal,TrackErr,Pareto,Seeds,Missing_Seeds,Latest_Snapshot
11,44,corridor|fm|K2|@u7hg,corridor,fm,2.0,0.0,2.0,52.22222222222223,47.20587952499556,89.99999999999999,89.99999999999999,59.44444444444444,100.0,90.67182736300487,17.620142763682438,73.05168459932243,0.5564577783940869,0.0,0.5588163946883787,277.7583333333333,0.4696551706567437,,1,,20260912_042149
12,37,corridor|af|K5|bbsit,corridor,af,5.0,0.0,8.521739130434783,51.73913043478261,41.352374824085764,63.47826086956522,71.73913043478261,51.73913043478261,71.73913043478261,166.20719554415984,33.04215434045806,133.16504120370183,0.9579505895391255,0.0,1.2539694249225553,271.8924036281179,1.5593214026574127,,1,,20260823_185936
13,39,corridor|fm|K10,corridor,fm,10.0,0.0,16.52173913043478,51.73913043478261,42.4931886012891,61.73913043478261,63.04347826086957,51.73913043478261,63.04347826086957,259.70138257727103,92.56133525361787,167.14004732365314,1.0,0.0,2.510865826316466,272.03506944444445,37.752054283406785,,1,,20260819_212538
14,55,corridor|mf|K2|bbunet|dp0.5|@u7hg,corridor,mf,2.0,0.0,2.0,42.66666666666667,43.43065993307289,100.0,100.0,42.66666666666667,100.0,96.16918486148691,18.5413435892046,77.62784127228231,0.6134529067080191,0.0,0.290880247402528,259.76,0.5265014114895012,,1,,20260912_230238
15,46,corridor|fm|K5,corridor,fm,5.0,0.0,8.521739130434783,40.0,40.10854836782195,59.130434782608695,59.56521739130435,40.0,59.56521739130435,183.67296656549368,48.28200386894574,135.39096269654792,1.0,0.0,2.3482875970619683,271.4058779761905,37.05840152009223,,1,,20260819_193352
16,50,corridor|mf|K10|bbunet|dp0.5|@u7hg,corridor,mf,10.0,0.0,10.0,40.0,5.551115123125783e-15,100.0,100.0,40.0,100.0,549.4239701671996,94.19123078426693,455.23273938293266,1.0,0.0,0.2903068654169948,261.8857142857143,0.525458358699804,,1,,20260912_233317
17,99,pillars|mf|K2|bbunet|dp0.5|@u7hg,pillars,mf,2.0,0.0,2.0,37.0,13.45362404707371,37.0,100.0,38.0,100.0,57.056037834461655,18.347480292840853,38.708557541620806,0.6034995193674793,0.0,0.5036520402224182,430.0142857142857,0.37197199943257564,,1,,20260906_034144
18,88,pillars|fm|K5|@u7hg,pillars,fm,5.0,0.0,13.235294117647058,35.88235294117648,24.74786349172074,35.88235294117648,92.94117647058823,80.0,92.94117647058823,428.65734849085567,51.573976442890874,377.0833720479648,0.9963536834292076,0.0,0.41558418796762464,448.3994047619048,0.3605671832429196,,1,,20260907_061842
19,85,pillars|fm|K2|@u7hga1,pillars,fm,2.0,0.0,8.2,34.0,10.198039027185569,34.0,100.0,34.0,100.0,117.18843245488631,25.51747381490363,91.67095863998267,1.0,0.0,0.4888191042832557,438.86,0.36379716340148976,,1,,20260918_121504
20,49,corridor|mf|K10|bbunet|dp0.5,corridor,mf,10.0,0.0,16.52173913043478,32.17391304347826,36.110521378862806,44.34782608695652,47.39130434782609,32.17391304347826,47.39130434782609,336.4222950134895,97.30796306951925,239.11433194397026,1.0,0.0,10.81244145326597,269.3007407407407,37.199180816529,,1,,20260820_171218
21,84,pillars|fm|K2|@u7hg,pillars,fm,2.0,0.0,2.0,32.0,10.770329614269007,32.0,100.0,32.0,100.0,63.85022188245949,17.276401572717266,46.573820309742224,0.6080611656628622,0.0,0.4951239454794226,442.03999999999996,0.3596586327479908,,1,,20260906_052101
22,53,corridor|mf|K20|bbunet|dp0.5,corridor,mf,20.0,0.0,20.0,29.5,32.47691487810996,42.5,45.0,29.5,45.0,421.57900133220585,179.0230631047689,242.5559382274369,1.0,0.0,13.322067957142618,273.85303030303027,64.60117526870987,,1,,20260820_220831
23,66,pillars|af|K2|bbunet|@EPlatest_u7hg,pillars,af,2.0,0.0,2.0,28.000000000000004,11.661903789690601,28.000000000000004,100.0,29.000000000000004,100.0,62.61337250554614,18.21562113647037,44.39775136907576,0.603018526674502,0.0,0.5712176620101886,431.96000000000004,0.36219324502902844,,1,,20260907_095135
24,36,corridor|af|K2|bbsit,corridor,af,2.0,1.0,3.3043478260869565,26.956521739130434,29.10771339707139,39.56521739130434,50.86956521739131,26.956521739130434,51.30434782608696,92.63405083333953,13.235698082626937,79.39835275071259,0.4323198691511127,0.0,1.9593503980777252,281.8965367965368,3.361075541139087,,1,,20260823_165703
25,59,corridor|mf|K5|bbunet|dp0.5,corridor,mf,5.0,0.0,8.521739130434783,23.913043478260864,28.397662248361616,36.52173913043478,38.260869565217384,23.913043478260864,38.260869565217384,241.0502120529601,49.21762892332449,191.83258312963557,1.0,0.0,12.605747857674594,271.4851322751323,42.693081974670974,,1,,20260820_164530
26,69,pillars|af|K5|bbunet|@EPlatest_u7hg,pillars,af,5.0,0.0,13.235294117647058,23.52941176470588,23.995385946318986,23.52941176470588,91.17647058823529,40.588235294117645,91.17647058823529,796.3432998845142,53.752463354600025,742.5908365299142,1.0,0.0,0.5981468776401445,420.91626984126987,0.3682526169151147,,1,,20260909_225534
27,67,pillars|af|K2|bbunet|@EPlatest_u7hga1,pillars,af,2.0,0.0,8.2,20.0,12.649110640673516,20.0,100.0,27.999999999999996,100.0,147.50928120767315,33.4643002464872,114.04498096118593,1.0,0.0,0.5454284170931196,429.7666666666667,0.3498568577280633,,1,,20260919_080017
28,35,corridor|af|K1|bbsit,corridor,af,1.0,1.0,1.9130434782608696,14.782608695652174,15.28556159238865,25.217391304347824,26.086956521739125,14.782608695652174,27.826086956521735,135.36654555245713,7.6485629696403405,127.71798258281682,0.4652168970080179,0.0,4.252324087744643,271.8368253968254,4.940641779870142,,1,,20260823_133049
29,29,corridor|af|K1|bbunet|@EPlatest_u17cv2,corridor,af,1.0,0.0,1.0,14.583333333333332,12.325166214790865,83.33333333333333,100.0,18.75,100.0,24.15007839618719,9.442626626292885,14.707451769894305,0.12696886334461807,0.0,0.30416508302951295,294.4921085858586,0.46622821504011885,FRONT,1,,20260913_171328
30,61,corridor|mf|K5|bbunet|dp0.5|@u7hg,corridor,mf,5.0,0.0,9.571428571428571,13.333333333333334,18.85618083164127,100.0,100.0,13.333333333333334,100.0,491.48647855118344,51.20005090990909,440.2864276412744,1.0,0.0,0.29083676611649106,257.2285714285714,0.5342796349137127,,1,,20260912_230237
