Rank,Candidate,Folder,SuccessRate,MeanDist_m,AvgTime_s,MaxPhysErr_m
1,A,H8_K100_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualGaussianDiffusion_VTrue_mpc4,0.0,0.4452189675399235,1.4374455894742693,1.0119092464447021
