Candidate,Folder_Name,Full_Path,Latest_Snapshot,First_Snapshot,Snapshot_Count,Snapshot_By_Seed,Accuracy,Accuracy_Std,Major_Accuracy,Time_ms,Gen_ms,Proj_ms,NFE_effective,CollisionFree,PhysSafe,GoalDist_m,N_Variants,N_Geos,N_Seeds,Missing_Seeds,scene,engine,K,mpc_batch,controller,threshold,backbone,generation
31,corridor|af|K5|bbsit,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5,20260823_185936,20260823_185936,1,6:20260823_185936,0.5173913043478261,0.41352374824085764,0.6888888888888889,166.20719554415984,33.04215434045806,133.16504120370183,8.521739130434783,0.5173913043478261,0.717391304347826,1.2539694249225553,23,1,1,,corridor,af,5,4,pid_stopgo,0.5,sit,Gen15
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,20260819_212538,20260817_234351,2,6:20260819_212538,0.5173913043478261,0.424931886012891,0.8,259.70138257727103,92.56133525361787,167.14004732365314,16.52173913043478,0.5173913043478261,0.6304347826086957,2.510865826316466,23,1,1,,corridor,fm,10,4,pid_stopgo,0.5,,Gen15
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,20260819_144356,20260819_144356,1,6:20260819_144356,0.0,0.0,0.0,187.40568877927802,10.709763814246143,176.6959249650319,1.9130434782608696,0.0,0.0391304347826087,14.986938250505899,23,1,1,,corridor,fm,1,4,pid_stopgo,0.5,,Gen15
34,corridor|fm|K20,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K20_mpc4_pid_stopgo_T0.5,20260819_232044,20260819_232044,1,6:20260819_232044,0.6391304347826087,0.4594317193293232,0.9400000000000001,459.98076368308324,185.6915345125434,274.28922917054,29.09090909090909,0.6391304347826087,0.6521739130434783,4.088771173585625,23,1,1,,corridor,fm,20,4,pid_stopgo,0.5,,Gen15
35,corridor|fm|K2,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K2_mpc4_pid_stopgo_T0.5,20260819_182530,20260819_182530,1,6:20260819_182530,0.008695652173913044,0.02817713347133853,0.01,124.15932048719333,18.96359877286152,105.19572171433184,3.3043478260869565,0.008695652173913044,0.3478260869565217,8.154709209812278,23,1,1,,corridor,fm,2,4,pid_stopgo,0.5,,Gen15
36,corridor|fm|K5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K5_mpc4_pid_stopgo_T0.5,20260819_193352,20260819_193352,1,6:20260819_193352,0.39999999999999997,0.40108548367821956,0.6599999999999999,183.67296656549368,48.28200386894574,135.39096269654792,8.521739130434783,0.39999999999999997,0.5956521739130435,2.3482875970619683,23,1,1,,corridor,fm,5,4,pid_stopgo,0.5,,Gen15
37,corridor|mf|K10|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K10_mpc4_pid_stopgo_T0.5,20260820_171218,20260815_050702,2,6:20260820_171218,0.3217391304347826,0.36110521378862803,0.5800000000000001,336.4222950134895,97.30796306951925,239.11433194397026,16.52173913043478,0.3217391304347826,0.4739130434782609,10.81244145326597,23,1,1,,corridor,mf,10,4,pid_stopgo,0.5,unet,Gen15
38,corridor|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,20260820_104902,20260820_104902,1,6:20260820_104902,0.10434782608695654,0.20103700907298938,0.22000000000000003,233.59245633386487,11.04276505101644,222.54969128284839,1.9130434782608696,0.10434782608695654,0.18260869565217389,17.516003919093087,23,1,1,,corridor,mf,1,4,pid_stopgo,0.5,unet,Gen15
39,corridor|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,20260820_220831,20260820_220831,1,6:20260820_220831,0.295,0.3247691487810996,0.48571428571428577,421.57900133220585,179.0230631047689,242.5559382274369,20.0,0.295,0.45,13.322067957142618,20,1,1,,corridor,mf,20,4,pid_stopgo,0.5,unet,Gen15
40,corridor|mf|K2|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5,20260820_104904,20260820_104904,1,6:20260820_104904,0.13043478260869568,0.20309514285437674,0.24000000000000005,251.62635594410932,19.849426744182434,231.776929199927,3.3043478260869565,0.13043478260869568,0.1826086956521739,17.226868661274242,23,1,1,,corridor,mf,2,4,pid_stopgo,0.5,unet,Gen15
41,corridor|mf|K5|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K5_mpc4_pid_stopgo_T0.5,20260820_164530,20260820_164530,1,6:20260820_164530,0.23913043478260865,0.28397662248361616,0.37,241.0502120529601,49.21762892332449,191.83258312963557,8.521739130434783,0.23913043478260865,0.38260869565217387,12.605747857674594,23,1,1,,corridor,mf,5,4,pid_stopgo,0.5,unet,Gen15
42,pillars|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,20260818_130346,20260818_130346,1,6:20260818_130346,0.0,0.0,0.0,2014.1340757008866,94.87822744824862,1919.2558482526379,14.545454545454545,0.0,0.10144927536231883,2.0346804893593533,23,1,1,,pillars,fm,10,4,pid_stopgo,0.5,,Gen15
43,pillars|mf|K10|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K10_mpc4_pid_stopgo_T0.5,20260816_205837,20260816_205837,1,6:20260816_205837,0.0,0.0,0.0,779.2309170553883,100.91338523694027,678.3175318184483,16.52173913043478,0.0,0.17391304347826086,51.71017493490478,23,1,1,,pillars,mf,10,4,pid_stopgo,0.5,unet,Gen15
44,s_curve|diffusion|K20,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_diffusion/H8_Dmodels.ddpm_diffusion.GaussianDiffusion_9D_K20/Ediffusion_K20_mpc4_pid_stopgo_T0.5,20260826_093227,20260826_093227,1,6:20260826_093227,0.0,0.0,0.0,1645.9295221774141,166.6770731817309,1479.2524489956827,20.0,0.1,0.0,2.932459315071038,20,1,1,,s_curve,diffusion,20,4,pid_stopgo,0.5,,Gen15
45,s_curve|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,20260826_194532,20260818_072855,2,6:20260826_194532,0.0,0.0,0.0,509.021476716887,95.11741074400085,413.9040659728862,10.0,0.04,0.08,4.07929997267514,20,1,1,,s_curve,fm,10,4,pid_stopgo,0.5,,Gen15
46,s_curve|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,20260826_144000,20260826_144000,1,6:20260826_144000,0.0,0.0,0.0,48.9473337500711,11.203870162087055,37.74346358798404,1.0,0.0,0.19,3.425578800451229,20,1,1,,s_curve,fm,1,4,pid_stopgo,0.5,,Gen15
47,s_curve|fm|K20,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K20_mpc4_pid_stopgo_T0.5,20260825_203152,20260825_203152,1,6:20260825_203152,0.0,0.0,0.0,1286.0546683195696,170.85647837738682,1115.198189942183,20.0,0.15,0.05,4.299329561765271,20,1,1,,s_curve,fm,20,4,pid_stopgo,0.5,,Gen15
48,s_curve|fm|K2,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K2_mpc4_pid_stopgo_T0.5,20260826_152812,20260826_152812,1,6:20260826_152812,0.0,0.0,0.0,58.76032485421676,20.97939644569998,37.78092840851677,2.0,0.01,0.2,3.436934516561157,20,1,1,,s_curve,fm,2,4,pid_stopgo,0.5,,Gen15
49,s_curve|fm|K5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K5_mpc4_pid_stopgo_T0.5,20260826_162435,20260826_162435,1,6:20260826_162435,0.0,0.0,0.0,297.9104924027631,51.08880173940105,246.82169066336215,5.0,0.02,0.1,4.095306509884057,20,1,1,,s_curve,fm,5,4,pid_stopgo,0.5,,Gen15
50,s_curve|mf|K10|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K10_mpc4_pid_stopgo_T0.5,20260827_061938,20260815_185317,2,6:20260827_061938,0.0,0.0,0.0,1485.455358066989,97.96596208267052,1387.4893959843184,14.545454545454545,0.6260869565217391,0.034782608695652174,4.65005386512702,23,1,1,,s_curve,mf,10,4,pid_stopgo,0.5,unet,Gen15
51,s_curve|mf|K1|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5,20260827_013305,20260827_013305,1,6:20260827_013305,0.0,0.0,0.0,31.350146783648263,9.581950164076828,21.768196619571434,1.0,0.6199999999999999,0.11000000000000001,3.7706132494760114,20,1,1,,s_curve,mf,1,4,pid_stopgo,0.5,unet,Gen15
52,s_curve|mf|K20|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5,20260825_215437,20260825_215437,1,6:20260825_215437,0.0,0.0,0.0,2008.6135950462449,200.6737771132851,1807.9398179329596,20.0,0.82,0.02,4.509100236624593,20,1,1,,s_curve,mf,20,4,pid_stopgo,0.5,unet,Gen15
53,s_curve|mf|K2|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5,20260827_015822,20260827_015822,1,6:20260827_015822,0.01,0.04358898943540674,0.0,38.01792510173975,18.38090190955331,19.63702319218644,2.0,0.71,0.09,3.7969480056963683,20,1,1,,s_curve,mf,2,4,pid_stopgo,0.5,unet,Gen15
54,s_curve|mf|K5|bbunet|dp0.5,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K5_mpc4_pid_stopgo_T0.5,20260827_022656,20260827_022656,1,6:20260827_022656,0.0,0.0,0.0,443.01672041181257,44.52363192579149,398.4930884860211,5.0,0.6900000000000001,0.02,4.48369504642832,20,1,1,,s_curve,mf,5,4,pid_stopgo,0.5,unet,Gen15
