Candidate,Display,Eval_Tag,scene,engine,engine_label,K,mpc_batch,controller,threshold,run_tag,backbone,data_proportion,alpha_init,alpha_end,train_K,horizon,diffusion_cls,model_name,generation,Seeds,N_Seeds,Missing_Seeds,CB_Sentinels,Latest_Snapshot,Snapshot_By_Seed,Full_Path
56,pillars|fm|K10,Efm_K10_mpc4_pid_stopgo_T0.5,pillars,fm,Flow Matching (Gen11 FMv3ODE),10.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,6,20260818_130346,6:20260818_130346,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5
57,pillars|fm|K1,Efm_K1_mpc4_pid_stopgo_T0.5,pillars,fm,Flow Matching (Gen11 FMv3ODE),1.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260827_172555,6:20260827_172555,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5
58,pillars|fm|K20,Efm_K20_mpc4_pid_stopgo_T0.5,pillars,fm,Flow Matching (Gen11 FMv3ODE),20.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,3,20260827_234036,6:20260827_234036,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K20_mpc4_pid_stopgo_T0.5
59,pillars|fm|K2,Efm_K2_mpc4_pid_stopgo_T0.5,pillars,fm,Flow Matching (Gen11 FMv3ODE),2.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260827_203140,6:20260827_203140,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K2_mpc4_pid_stopgo_T0.5
60,pillars|fm|K2|@u7hg,Efm_K2_mpc4_pid_stopgo_T0.5_u7hg,pillars,fm,Flow Matching (Gen11 FMv3ODE),2.0,4.0,pid_stopgo,0.5,u7hg,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260906_052101,6:20260906_052101,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K2_mpc4_pid_stopgo_T0.5_u7hg
61,pillars|fm|K5,Efm_K5_mpc4_pid_stopgo_T0.5,pillars,fm,Flow Matching (Gen11 FMv3ODE),5.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260827_234031,6:20260827_234031,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K5_mpc4_pid_stopgo_T0.5
62,pillars|fm|K5|@u7hg,Efm_K5_mpc4_pid_stopgo_T0.5_u7hg,pillars,fm,Flow Matching (Gen11 FMv3ODE),5.0,4.0,pid_stopgo,0.5,u7hg,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260907_061842,6:20260907_061842,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K5_mpc4_pid_stopgo_T0.5_u7hg
63,pillars|mf|K10|bbunet|dp0.5,Emf_K10_mpc4_pid_stopgo_T0.5,pillars,mf,MeanFlow (Gen3v6),10.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260816_205837,6:20260816_205837,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K10_mpc4_pid_stopgo_T0.5
64,pillars|mf|K1|bbunet|dp0.5,Emf_K1_mpc4_pid_stopgo_T0.5,pillars,mf,MeanFlow (Gen3v6),1.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260828_134908,6:20260828_134908,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5
65,pillars|mf|K1|bbunet|dp0.5|@fix16legacy,Emf_K1_mpc4_pid_stopgo_T0.5_fix16legacy,pillars,mf,MeanFlow (Gen3v6),1.0,4.0,pid_stopgo,0.5,fix16legacy,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260903_004411,6:20260903_004411,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5_fix16legacy
66,pillars|mf|K1|bbunet|dp0.5|@fix16scaled,Emf_K1_mpc4_pid_stopgo_T0.5_fix16scaled,pillars,mf,MeanFlow (Gen3v6),1.0,4.0,pid_stopgo,0.5,fix16scaled,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260903_105414,6:20260903_105414,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5_fix16scaled
67,pillars|mf|K2|bbunet|dp0.5,Emf_K2_mpc4_pid_stopgo_T0.5,pillars,mf,MeanFlow (Gen3v6),2.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260828_152951,6:20260828_152951,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5
68,pillars|mf|K2|bbunet|dp0.5|@fix16legacy,Emf_K2_mpc4_pid_stopgo_T0.5_fix16legacy,pillars,mf,MeanFlow (Gen3v6),2.0,4.0,pid_stopgo,0.5,fix16legacy,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260903_014809,6:20260903_014809,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5_fix16legacy
69,pillars|mf|K2|bbunet|dp0.5|@fix16scaled,Emf_K2_mpc4_pid_stopgo_T0.5_fix16scaled,pillars,mf,MeanFlow (Gen3v6),2.0,4.0,pid_stopgo,0.5,fix16scaled,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260903_121928,6:20260903_121928,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5_fix16scaled
70,pillars|mf|K2|bbunet|dp0.5|@u7hg,Emf_K2_mpc4_pid_stopgo_T0.5_u7hg,pillars,mf,MeanFlow (Gen3v6),2.0,4.0,pid_stopgo,0.5,u7hg,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260906_034144,6:20260906_034144,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5_u7hg
71,pillars|mf|K5|bbunet|dp0.5,Emf_K5_mpc4_pid_stopgo_T0.5,pillars,mf,MeanFlow (Gen3v6),5.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260828_171343,6:20260828_171343,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K5_mpc4_pid_stopgo_T0.5
72,pillars|mf|K5|bbunet|dp0.5|@fix16legacy,Emf_K5_mpc4_pid_stopgo_T0.5_fix16legacy,pillars,mf,MeanFlow (Gen3v6),5.0,4.0,pid_stopgo,0.5,fix16legacy,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260903_025350,6:20260903_025350,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K5_mpc4_pid_stopgo_T0.5_fix16legacy
73,pillars|mf|K5|bbunet|dp0.5|@fix16scaled,Emf_K5_mpc4_pid_stopgo_T0.5_fix16scaled,pillars,mf,MeanFlow (Gen3v6),5.0,4.0,pid_stopgo,0.5,fix16scaled,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260903_123850,6:20260903_123850,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K5_mpc4_pid_stopgo_T0.5_fix16scaled
74,pillars|mf|K5|bbunet|dp0.5|@u7hg,Emf_K5_mpc4_pid_stopgo_T0.5_u7hg,pillars,mf,MeanFlow (Gen3v6),5.0,4.0,pid_stopgo,0.5,u7hg,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260908_105040,6:20260908_105040,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-pillars/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K5_mpc4_pid_stopgo_T0.5_u7hg
75,s_curve|diffusion|K20,Ediffusion_K20_mpc4_pid_stopgo_T0.5,s_curve,diffusion,DDPM / DPCC baseline (GaussianDiffusion),20.0,4.0,pid_stopgo,0.5,,,,,,20,8,,H8_Dmodels.ddpm_diffusion.GaussianDiffusion_9D_K20,Gen15,6,1,,0,20260826_093227,6:20260826_093227,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_diffusion/H8_Dmodels.ddpm_diffusion.GaussianDiffusion_9D_K20/Ediffusion_K20_mpc4_pid_stopgo_T0.5
76,s_curve|fm|K10,Efm_K10_mpc4_pid_stopgo_T0.5,s_curve,fm,Flow Matching (Gen11 FMv3ODE),10.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260826_194532,6:20260826_194532,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5
77,s_curve|fm|K1,Efm_K1_mpc4_pid_stopgo_T0.5,s_curve,fm,Flow Matching (Gen11 FMv3ODE),1.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260826_144000,6:20260826_144000,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5
78,s_curve|fm|K20,Efm_K20_mpc4_pid_stopgo_T0.5,s_curve,fm,Flow Matching (Gen11 FMv3ODE),20.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260825_203152,6:20260825_203152,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K20_mpc4_pid_stopgo_T0.5
79,s_curve|fm|K2,Efm_K2_mpc4_pid_stopgo_T0.5,s_curve,fm,Flow Matching (Gen11 FMv3ODE),2.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260826_152812,6:20260826_152812,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K2_mpc4_pid_stopgo_T0.5
80,s_curve|fm|K5,Efm_K5_mpc4_pid_stopgo_T0.5,s_curve,fm,Flow Matching (Gen11 FMv3ODE),5.0,4.0,pid_stopgo,0.5,,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260826_162435,6:20260826_162435,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K5_mpc4_pid_stopgo_T0.5
81,s_curve|mf|K10|bbunet|dp0.5,Emf_K10_mpc4_pid_stopgo_T0.5,s_curve,mf,MeanFlow (Gen3v6),10.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260827_061938,6:20260827_061938,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K10_mpc4_pid_stopgo_T0.5
82,s_curve|mf|K1|bbunet|dp0.5,Emf_K1_mpc4_pid_stopgo_T0.5,s_curve,mf,MeanFlow (Gen3v6),1.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260827_013305,6:20260827_013305,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K1_mpc4_pid_stopgo_T0.5
83,s_curve|mf|K20|bbunet|dp0.5,Emf_K20_mpc4_pid_stopgo_T0.5,s_curve,mf,MeanFlow (Gen3v6),20.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260825_215437,6:20260825_215437,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K20_mpc4_pid_stopgo_T0.5
84,s_curve|mf|K2|bbunet|dp0.5,Emf_K2_mpc4_pid_stopgo_T0.5,s_curve,mf,MeanFlow (Gen3v6),2.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260827_015822,6:20260827_015822,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5
85,s_curve|mf|K5|bbunet|dp0.5,Emf_K5_mpc4_pid_stopgo_T0.5,s_curve,mf,MeanFlow (Gen3v6),5.0,4.0,pid_stopgo,0.5,,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260827_022656,6:20260827_022656,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans(Bf_U5)/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K5_mpc4_pid_stopgo_T0.5
86,s_curve|af|K1|bbunet|@EPlatest_u6unet_ae02,Eaf_K1_mpc4_pid_stopgo_T0.5_EPlatest_u6unet_ae02,s_curve,af,alpha-Flow (Gen3v7),1.0,4.0,pid_stopgo,0.5,EPlatest_u6unet_ae02,unet,,1,0.2,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet,Gen15,6,1,,0,20260906_095817,6:20260906_095817,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet/Eaf_K1_mpc4_pid_stopgo_T0.5_EPlatest_u6unet_ae02
87,s_curve|af|K2|bbunet|@EPlatest_u6unet_ae02,Eaf_K2_mpc4_pid_stopgo_T0.5_EPlatest_u6unet_ae02,s_curve,af,alpha-Flow (Gen3v7),2.0,4.0,pid_stopgo,0.5,EPlatest_u6unet_ae02,unet,,1,0.2,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet,Gen15,6,1,,0,20260906_110830,6:20260906_110830,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet/Eaf_K2_mpc4_pid_stopgo_T0.5_EPlatest_u6unet_ae02
88,s_curve|af|K5|bbunet|@EPlatest_u6unet_ae02,Eaf_K5_mpc4_pid_stopgo_T0.5_EPlatest_u6unet_ae02,s_curve,af,alpha-Flow (Gen3v7),5.0,4.0,pid_stopgo,0.5,EPlatest_u6unet_ae02,unet,,1,0.2,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet,Gen15,6,1,,0,20260906_115232,6:20260906_115232,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0.2_bbunet/Eaf_K5_mpc4_pid_stopgo_T0.5_EPlatest_u6unet_ae02
89,s_curve|af|K2|bbsit|@u6unet_ae0,Eaf_K2_mpc4_pid_stopgo_T0.5_u6unet_ae0,s_curve,af,alpha-Flow (Gen3v7),2.0,4.0,pid_stopgo,0.5,u6unet_ae0,sit,,1,0,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit,Gen15,6,1,,0,20260904_202454,6:20260904_202454,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K2_mpc4_pid_stopgo_T0.5_u6unet_ae0
90,s_curve|af|K5|bbsit|@u6unet_ae0,Eaf_K5_mpc4_pid_stopgo_T0.5_u6unet_ae0,s_curve,af,alpha-Flow (Gen3v7),5.0,4.0,pid_stopgo,0.5,u6unet_ae0,sit,,1,0,,8,,H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit,Gen15,6,1,,0,20260904_212748,6:20260904_212748,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5_u6unet_ae0
91,s_curve|diffusion|K20,Ediffusion_K20_mpc4_pid_stopgo_T0.5,s_curve,diffusion,DDPM / DPCC baseline (GaussianDiffusion),20.0,4.0,pid_stopgo,0.5,,,,,,20,8,,H8_Dmodels.ddpm_diffusion.GaussianDiffusion_9D_K20,Gen15,6,1,,0,20260828_234046,6:20260828_234046,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_diffusion/H8_Dmodels.ddpm_diffusion.GaussianDiffusion_9D_K20/Ediffusion_K20_mpc4_pid_stopgo_T0.5
92,s_curve|fm|K20|@u7hg,Efm_K20_mpc4_pid_stopgo_T0.5_u7hg,s_curve,fm,Flow Matching (Gen11 FMv3ODE),20.0,4.0,pid_stopgo,0.5,u7hg,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260909_222700,6:20260909_222700,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K20_mpc4_pid_stopgo_T0.5_u7hg
93,s_curve|fm|K2|@u7hg,Efm_K2_mpc4_pid_stopgo_T0.5_u7hg,s_curve,fm,Flow Matching (Gen11 FMv3ODE),2.0,4.0,pid_stopgo,0.5,u7hg,,,,,,8,,H8_Dmodels.diffusion.FlowMatchingODE_9D,Gen15,6,1,,0,20260906_063033,6:20260906_063033,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K2_mpc4_pid_stopgo_T0.5_u7hg
94,s_curve|mf|K10|bbunet|dp0.5|@u7hg,Emf_K10_mpc4_mjpc_T0.5_u7hg,s_curve,mf,MeanFlow (Gen3v6),10.0,4.0,mjpc,0.5,u7hg,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260909_132007,6:20260909_132007,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K10_mpc4_mjpc_T0.5_u7hg
95,s_curve|mf|K10|bbunet|dp0.5|@u7hg,Emf_K10_mpc4_pid_stopgo_T0.5_u7hg,s_curve,mf,MeanFlow (Gen3v6),10.0,4.0,pid_stopgo,0.5,u7hg,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260908_103035,6:20260908_103035,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K10_mpc4_pid_stopgo_T0.5_u7hg
96,s_curve|mf|K2|bbunet|dp0.5|@u7hg,Emf_K2_mpc4_pid_stopgo_T0.5_u7hg,s_curve,mf,MeanFlow (Gen3v6),2.0,4.0,pid_stopgo,0.5,u7hg,unet,0.5,,,,8,,H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet,Gen15,6,1,,0,20260906_052749,6:20260906_052749,/data/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-s_curve/plans/mix_uav_mf/H8_Dmodels.mf_diffusion.MeanFlowODE_9D_dp0.5_bbunet/Emf_K2_mpc4_pid_stopgo_T0.5_u7hg
