Candidate,Folder_Name,Full_Path,Latest_Snapshot,First_Snapshot,Snapshot_Count,Snapshot_By_Seed,Accuracy,Accuracy_Std,Major_Accuracy,Time_ms,MeanDist_m,CollisionFree,N_Variants,N_Geos,N_Seeds,Missing_Seeds
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,20260701_013505,20260701_013505,1,42:20260701_013505,0.0,,,22.660185185185185,0.40088680340144456,,1,1,1,
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,20260620_215600,20260620_130306,6,0:20260620_170326 | 1:20260620_135000 | 2:20260620_175026 | 3:20260620_130306 | 4:20260620_210858 | 42:20260620_215600,0.0028530670470756064,,,,0.39175294010190875,,1,1,6,
