Candidate,FolderName,FullPath,split,geo,geo_base,tightened,variant,metric,mean,std,min,max,n,mask,n_seeds,LatestSnapshot
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_final_box_xy_x,0.5342906819219845,0.07453358492167622,0.40603218994333007,0.7535321986026887,1080,all,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_final_box_xy_y,-0.07473267663081525,0.24004551334540855,-0.2484635455230032,0.6746891417232052,1080,all,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_final_xy_dist,0.4274111908015834,0.08023540016917413,0.02871825992493869,0.606738052205102,1080,all,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_index,29.5,17.32612549453732,0.0,59.0,1080,all,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_init_xy_dist,0.44645914286375044,0.06240893131365128,0.3294336199760437,0.6067380905151367,1080,all,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_target_angle_deg,-0.10211116522550583,50.350280212338774,-88.81660461425781,89.41377258300781,1080,all,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_target_xy_x,0.49267314225435255,0.05966591603543977,0.40010973811149597,0.5921879410743713,1080,all,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_target_xy_y,0.2693596601486206,0.041875530016227264,0.20338557660579681,0.34286341071128845,1080,all,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,diagnostics_found,1.0,0.0,1.0,1.0,1080,all,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,frozen,0.0,0.0,0.0,0.0,1080,all,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,frozen_worst_overlap_m,,,,,0,all,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,mode_encoding,0.8953703703703704,0.30621739576302387,0.0,1.0,1080,all,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,success_strict,0.0,0.0,0.0,0.0,1080,all,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,total_violations,,,,,0,all,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,n_success,0.0,0.0,0.0,0.0,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,n_success_and_constraints,,,,,0,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,mean_dist_per_rollout,0.40088680340144456,0.12836184156651745,0.1436148065392836,0.7099894398716304,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,n_steps,400.0,0.0,400.0,400.0,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,avg_time,0.022660185185185183,0.00016294316618347803,0.0224,0.0248,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,avg_time_ms,22.660185185185185,0.16294316618348126,22.4,24.8,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_box_angle_deg,-11.862369660039743,52.359129078141294,-88.82698822021484,87.37451171875,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_box_init_xy_x,0.5175060629844666,0.053381398783099526,0.4066753685474396,0.5958543419837952,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_box_init_xy_y,-0.16934162105123202,0.044826397398034984,-0.24846355617046356,-0.10078199952840805,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_final_box_angle_deg,-6.515042210319115,55.57650940425262,-168.12588607389537,170.34351340715565,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_final_box_xy_x,0.5342906819219845,0.07453358492167622,0.40603218994333007,0.7535321986026887,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_final_box_xy_y,-0.07473267663081525,0.24004551334540855,-0.2484635455230032,0.6746891417232052,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_final_xy_dist,0.4274111908015834,0.08023540016917413,0.02871825992493869,0.606738052205102,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_index,29.5,17.32612549453732,0.0,59.0,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_init_xy_dist,0.44645914286375044,0.06240893131365128,0.3294336199760437,0.6067380905151367,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_target_angle_deg,-0.10211116522550583,50.350280212338774,-88.81660461425781,89.41377258300781,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_target_xy_x,0.49267314225435255,0.05966591603543977,0.40010973811149597,0.5921879410743713,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,context_target_xy_y,0.2693596601486206,0.041875530016227264,0.20338557660579681,0.34286341071128845,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,diagnostics_found,1.0,0.0,1.0,1.0,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,frozen,0.0,0.0,0.0,0.0,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,frozen_worst_overlap_m,,,,,0,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,mode_encoding,0.8953703703703704,0.30621739576302387,0.0,1.0,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,success_strict,0.0,0.0,0.0,0.0,1080,unfrozen,1,20260701_013505
1,post_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline/d3il_baseline_ddpm_encdec_vision,test,none,none,False,d3il_baseline,total_violations,,,,,0,unfrozen,1,20260701_013505
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,n_success,0.0028530670470756064,0.053347371195050904,0.0,1.0,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,n_success_and_constraints,,,,,0,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,mean_dist_per_rollout,0.39175294010190875,0.1379851970222515,0.011087843668918764,0.8847176040453353,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,n_steps,399.3830242510699,12.115077775615894,117.0,400.0,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,avg_time,,,,,0,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,avg_time_ms,,,,,0,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_box_angle_deg,-27.955571615066745,47.42414137461255,-88.14921569824219,87.04790496826172,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_box_init_xy_x,0.5261582256681399,0.04877008256973306,0.40844082832336426,0.5919983983039856,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_box_init_xy_y,-0.1725115930175305,0.04603428122667172,-0.24710826575756073,-0.10121171176433563,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_final_box_angle_deg,-28.455587589064393,59.03651577941637,-179.53247522929075,179.6050012846787,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_final_box_xy_x,0.5578533130195922,0.08146728408557766,0.2602508274593841,1.0048784090237086,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_final_box_xy_y,-0.004865585209077307,0.2713443015057713,-0.29194198521511705,0.8382473288167925,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_final_xy_dist,0.38764531861004703,0.11785632133450419,0.009148126393773536,0.6410122343647382,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_index,12.4839514978602,7.494897248964184,0.0,26.0,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_init_xy_dist,0.44616037675215414,0.06083497162540402,0.34468892216682434,0.5573652982711792,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_target_angle_deg,1.716708719305237,47.37394648580187,-86.34280395507812,72.6987075805664,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_target_xy_x,0.48507226239385004,0.053438268466848425,0.4179592430591583,0.5885487198829651,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_target_xy_y,0.26526787196327206,0.037472154437515115,0.20338557660579681,0.33333876729011536,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,diagnostics_found,1.0,0.0,1.0,1.0,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,frozen,0.0,0.0,0.0,0.0,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,frozen_worst_overlap_m,,,,,0,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,mode_encoding,0.7439372325249644,0.4365347495537274,0.0,1.0,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,success_strict,0.0028530670470756064,0.053347371195050904,0.0,1.0,2804,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,total_violations,,,,,0,all,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,n_success,0.0028530670470756064,0.053347371195050904,0.0,1.0,2804,unfrozen,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,n_success_and_constraints,,,,,0,unfrozen,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,mean_dist_per_rollout,0.39175294010190875,0.1379851970222515,0.011087843668918764,0.8847176040453353,2804,unfrozen,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,n_steps,399.3830242510699,12.115077775615894,117.0,400.0,2804,unfrozen,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,avg_time,,,,,0,unfrozen,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,avg_time_ms,,,,,0,unfrozen,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_box_angle_deg,-27.955571615066745,47.42414137461255,-88.14921569824219,87.04790496826172,2804,unfrozen,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_box_init_xy_x,0.5261582256681399,0.04877008256973306,0.40844082832336426,0.5919983983039856,2804,unfrozen,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_box_init_xy_y,-0.1725115930175305,0.04603428122667172,-0.24710826575756073,-0.10121171176433563,2804,unfrozen,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_final_box_angle_deg,-28.455587589064393,59.03651577941637,-179.53247522929075,179.6050012846787,2804,unfrozen,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_final_box_xy_x,0.5578533130195922,0.08146728408557766,0.2602508274593841,1.0048784090237086,2804,unfrozen,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_final_box_xy_y,-0.004865585209077307,0.2713443015057713,-0.29194198521511705,0.8382473288167925,2804,unfrozen,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_final_xy_dist,0.38764531861004703,0.11785632133450419,0.009148126393773536,0.6410122343647382,2804,unfrozen,6,20260620_215600
2,Bf_U3,/u/home/llim/FMPCC/FM-PCC/logs/d3il_visual_aligning_baseline/_DA_VA_BRIDGE_d3il_baseline_Bf_U3/d3il_baseline_ddpm_encdec_vision__Bf_U3,test,none,none,False,d3il_baseline,context_index,12.4839514978602,7.494897248964184,0.0,26.0,2804,unfrozen,6,20260620_215600
