Candidate,FolderName,FullPath,seed,split,geo,variant,variant_base,tightened,scene,engine,K,mpc_batch,controller,threshold,backbone,generation,path_K,n_trials,goal_radius,epoch,projection,record,device,max_episode_length,flow_steps
1,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,6,test,diffuser_anchorP,diffuser,diffuser,False,corridor,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
1,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,6,test,dpcc-c_anchorP,dpcc-c,dpcc-c,False,corridor,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
1,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,6,test,dpcc-r_anchorP,dpcc-r,dpcc-r,False,corridor,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
1,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,6,test,dpcc-t_anchorP,dpcc-t,dpcc-t,False,corridor,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
1,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,6,test,gradient_anchorP,gradient,gradient,False,corridor,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
1,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,6,test,model_free_anchorP,model_free,model_free,False,corridor,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
1,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,6,test,post_processing_anchorP,post_processing,post_processing,False,corridor,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
2,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,diffuser,diffuser,False,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
2,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,dpcc-c,dpcc-c,False,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
2,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,dpcc-r,dpcc-r,False,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
2,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,dpcc-t,dpcc-t,False,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
2,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,gradient,gradient,False,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
2,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,model_free,model_free,False,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
2,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,post_processing,post_processing,False,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
3,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E6)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,fm_only,fm_only,False,corridor,,,,,,,Gen11,,20.0,,latest,fm_only,none,cuda,,
4,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U1)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,diffuser,diffuser,False,corridor,,,,,,,Gen11,,2.0,0.3,latest,fm_only,gif,cuda,,
4,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U1)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,dpcc-c,dpcc-c,False,corridor,,,,,,,Gen11,,2.0,0.3,latest,fm_only,gif,cuda,,
4,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U1)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,dpcc-r,dpcc-r,False,corridor,,,,,,,Gen11,,2.0,0.3,latest,fm_only,gif,cuda,,
4,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U1)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,dpcc-t,dpcc-t,False,corridor,,,,,,,Gen11,,2.0,0.3,latest,fm_only,gif,cuda,,
5,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,diffuser,diffuser,False,corridor,,,,,,,Gen11,,2.0,0.3,latest,fm_only,none,cuda,,
5,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,dpcc-c,dpcc-c,False,corridor,,,,,,,Gen11,,2.0,0.3,latest,fm_only,none,cuda,,
5,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,dpcc-c-tightened,dpcc-c,True,corridor,,,,,,,Gen11,,2.0,0.3,latest,fm_only,none,cuda,,
5,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,dpcc-r,dpcc-r,False,corridor,,,,,,,Gen11,,2.0,0.3,latest,fm_only,none,cuda,,
5,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,dpcc-r-tightened,dpcc-r,True,corridor,,,,,,,Gen11,,2.0,0.3,latest,fm_only,none,cuda,,
5,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,dpcc-t,dpcc-t,False,corridor,,,,,,,Gen11,,2.0,0.3,latest,fm_only,none,cuda,,
5,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,dpcc-t-tightened,dpcc-t,True,corridor,,,,,,,Gen11,,2.0,0.3,latest,fm_only,none,cuda,,
5,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,gradient,gradient,False,corridor,,,,,,,Gen11,,2.0,0.3,latest,fm_only,none,cuda,,
5,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,gradient-tightened,gradient,True,corridor,,,,,,,Gen11,,2.0,0.3,latest,fm_only,none,cuda,,
5,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,model_free,model_free,False,corridor,,,,,,,Gen11,,2.0,0.3,latest,fm_only,none,cuda,,
5,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,model_free-tightened,model_free,True,corridor,,,,,,,Gen11,,2.0,0.3,latest,fm_only,none,cuda,,
5,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,post_processing,post_processing,False,corridor,,,,,,,Gen11,,2.0,0.3,latest,fm_only,none,cuda,,
5,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,post_processing-tightened,post_processing,True,corridor,,,,,,,Gen11,,2.0,0.3,latest,fm_only,none,cuda,,
6,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U4_fix3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,6,test,diffuser_reanchor1,diffuser,diffuser,False,corridor,,,,,,,Gen11,,20.0,0.3,latest,fm_only,none,cuda,,
6,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U4_fix3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,6,test,dpcc-r_reanchor1,dpcc-r,dpcc-r,False,corridor,,,,,,,Gen11,,20.0,0.3,latest,fm_only,none,cuda,,
6,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U4_fix3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,6,test,gradient-tightened_reanchor1,gradient-tightened,gradient,True,corridor,,,,,,,Gen11,,20.0,0.3,latest,fm_only,none,cuda,,
6,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U4_fix3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,6,test,gradient_reanchor1,gradient,gradient,False,corridor,,,,,,,Gen11,,20.0,0.3,latest,fm_only,none,cuda,,
6,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U4_fix3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,6,test,model_free-tightened_reanchor1,model_free-tightened,model_free,True,corridor,,,,,,,Gen11,,20.0,0.3,latest,fm_only,none,cuda,,
6,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U4_fix3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,6,test,model_free_reanchor1,model_free,model_free,False,corridor,,,,,,,Gen11,,20.0,0.3,latest,fm_only,none,cuda,,
6,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U4_fix3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,6,test,none,dpcc-r-tightened_reanchor1,dpcc-r-tightened_reanchor1,False,corridor,,,,,,,Gen11,,,,,,,,,
6,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U4_fix3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,6,test,post_processing-tightened_reanchor1,post_processing-tightened,post_processing,True,corridor,,,,,,,Gen11,,20.0,0.3,latest,fm_only,none,cuda,,
6,corridor|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans(E7_U4_fix3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_condp_des,6,test,post_processing_reanchor1,post_processing,post_processing,False,corridor,,,,,,,Gen11,,20.0,0.3,latest,fm_only,none,cuda,,
7,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,bounds_free,bounds_free,False,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
7,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,diffuser,diffuser,False,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
7,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-c,dpcc-c,False,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
7,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-c-tightened,dpcc-c,True,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
7,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-r,dpcc-r,False,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
7,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-r-tightened,dpcc-r,True,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
7,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-t,dpcc-t,False,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
7,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-t-tightened,dpcc-t,True,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
7,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free,geo_free,False,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
7,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free-bounds_free,geo_free-bounds_free,False,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
7,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free-model_free,geo_free-model_free,False,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
7,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,gradient,gradient,False,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
7,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,gradient-tightened,gradient,True,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
7,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free,model_free,False,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
7,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-tightened,model_free,True,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
7,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,post_processing,post_processing,False,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
7,corridor|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-corridor/plans/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,post_processing-tightened,post_processing,True,corridor,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
8,empty|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,diffuser_anchorP,diffuser,diffuser,False,empty,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
8,empty|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,dpcc-c_anchorP,dpcc-c,dpcc-c,False,empty,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
8,empty|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,dpcc-r_anchorP,dpcc-r,dpcc-r,False,empty,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
8,empty|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,dpcc-t_anchorP,dpcc-t,dpcc-t,False,empty,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
8,empty|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,gradient_anchorP,gradient,gradient,False,empty,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
8,empty|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,model_free_anchorP,model_free,model_free,False,empty,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
8,empty|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,post_processing_anchorP,post_processing,post_processing,False,empty,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
9,empty|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,diffuser,diffuser,False,empty,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
9,empty|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,dpcc-c,dpcc-c,False,empty,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
9,empty|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,dpcc-r,dpcc-r,False,empty,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
9,empty|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,dpcc-t,dpcc-t,False,empty,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
9,empty|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,gradient,gradient,False,empty,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
9,empty|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,model_free,model_free,False,empty,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
9,empty|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,post_processing,post_processing,False,empty,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
10,empty|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(E6)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,fm_only,fm_only,False,empty,,,,,,,Gen11,,20.0,,latest,fm_only,none,cuda,,
11,empty|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(E7U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,diffuser,diffuser,False,empty,,,,,,,Gen11,,3.0,0.3,latest,fm_only,none,cuda,,
11,empty|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(E7U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,dpcc-c,dpcc-c,False,empty,,,,,,,Gen11,,3.0,0.3,latest,fm_only,none,cuda,,
