Candidate,FolderName,seed,split,geo,geo_base,tightened,variant,variant_raw,rollout_idx,frozen,n_success,success_relaxed,n_success_and_constraints,collision_free_completed,constraint_exec_sat_rate,n_violations,mean_dist_per_rollout,max_phys_error_per_rollout,n_steps,avg_time,avg_time_ms,FullPath,constraint_exec_bounds_viol_count,constraint_exec_dyn_err_max,constraint_exec_dyn_err_mean,constraint_exec_first_violation_step,constraint_exec_halfspace_viol_count,constraint_exec_longest_safe_streak,constraint_exec_margin_mean_m,constraint_exec_max_bounds_viol_m,constraint_exec_max_halfspace_viol_m,constraint_exec_max_obstacle_penetration_m,constraint_exec_n_violated_steps,constraint_exec_obstacle_viol_count,constraint_exec_total_viol_count,constraint_exec_zero_violation,constraint_plan_n_replan_steps,constraint_plan_post_viol_rate_max,constraint_plan_post_viol_rate_mean,contact_first_pos_xy_x,contact_first_pos_xy_y,contact_first_step,contact_last_pos_xy_x,contact_last_pos_xy_y,contact_last_step,context_box_angle_deg,context_box_init_xy_x,context_box_init_xy_y,context_final_box_angle_deg,context_final_box_xy_x,context_final_box_xy_y,context_final_xy_dist,context_init_xy_dist,context_target_angle_deg,context_target_xy_x,context_target_xy_y,diagnostics_found,frozen_worst_overlap_m,max_viol_depth_m,mean_distance,mode_encoding,outcome_max_physical_tracking_error,projection_cb_skipped_steps,projection_cb_tripped,success_strict,total_violations
1,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,6,train,combined_5,combined_5,False,diffuser,diffuser_train_set,0,0.0,0.0,,,,,,1.1519274486724251,0.34817051887512207,400.0,0.33642202377319336,336.42202377319336,/u/home/llim/FMPCC/FM-PCC/logs/aligning-d3il-visual/plans/fm_visual_aligning/(Bf_U8_Legacy_complex_struct)H8_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_a1.5_b1.0_aw1_VTrue_steps1000_bs64_filmv2/H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,,,,,,,,,,,,,,,,,,,,,,,,-41.7974967956543,0.45404937863349915,-0.1900814324617386,34.12537895504251,,,1.5612398933214617,0.4741086959838867,-53.45494079589844,0.5260447859764099,0.27852898836135864,1.0,,,1.1519274711608887,1.0,,,,,
1,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,6,train,combined_5,combined_5,False,diffuser,diffuser_train_set,1,0.0,0.0,,,,,,0.4521921415091984,0.05171922221779823,400.0,0.32792062282562257,327.92062282562256,/u/home/llim/FMPCC/FM-PCC/logs/aligning-d3il-visual/plans/fm_visual_aligning/(Bf_U8_Legacy_complex_struct)H8_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_a1.5_b1.0_aw1_VTrue_steps1000_bs64_filmv2/H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,,,,,,,,,,,,,,,,,,,,,,,,-89.34403991699219,0.5858646035194397,-0.15983450412750244,-111.03575864712705,,,0.42785291730890174,0.4713045060634613,-25.27797508239746,0.5632068514823914,0.31092506647109985,1.0,,,0.45219212770462036,1.0,,,,,
1,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,6,train,combined_5,combined_5,False,diffuser,diffuser_train_set,2,0.0,0.0,,,,,,0.5604244339097222,0.46999117732048035,400.0,0.3282507711648941,328.2507711648941,/u/home/llim/FMPCC/FM-PCC/logs/aligning-d3il-visual/plans/fm_visual_aligning/(Bf_U8_Legacy_complex_struct)H8_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_a1.5_b1.0_aw1_VTrue_steps1000_bs64_filmv2/H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,,,,,,,,,,,,,,,,,,,,,,,,82.14225769042969,0.4986816346645355,-0.1442757397890091,83.78338982444731,,,0.5939375246173924,0.4066259264945984,-11.047783851623535,0.5569613575935364,0.258152037858963,1.0,,,0.5604244470596313,1.0,,,,,
1,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,6,train,combined_5,combined_5,False,dpcc-r,dpcc-r_train_set,0,0.0,0.0,,0.0,0.0,0.6575,137.0,0.3298389961958814,2.106120199504718,400.0,5.89380774974823,5893.80774974823,/u/home/llim/FMPCC/FM-PCC/logs/aligning-d3il-visual/plans/fm_visual_aligning/(Bf_U8_Legacy_complex_struct)H8_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_a1.5_b1.0_aw1_VTrue_steps1000_bs64_filmv2/H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,137.0,0.05567664388036375,0.009586580983294256,130.0,0.0,133.0,0.04213600116267244,0.11971748194777898,0.0,0.0,137.0,0.0,137.0,0.0,400.0,0.875,0.18109375,,,,,,,-41.7974967956543,0.45404937863349915,-0.1900814324617386,-32.03148334957752,0.5039751315833125,-0.2616005570413408,0.5405802396147658,0.4741086959838867,-53.45494079589844,0.5260447859764099,0.27852898836135864,,,0.11971748194777898,,1.0,,,,0.0,
1,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,6,train,dynamics_bounds_only,dynamics_bounds_only,False,diffuser,diffuser_train_set,0,0.0,0.0,,,,,,1.1519274486724251,0.34817051887512207,400.0,0.32011330664157867,320.1133066415787,/u/home/llim/FMPCC/FM-PCC/logs/aligning-d3il-visual/plans/fm_visual_aligning/(Bf_U8_Legacy_complex_struct)H8_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_a1.5_b1.0_aw1_VTrue_steps1000_bs64_filmv2/H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,,,,,,,,,,,,,,,,,,,,,,,,-41.7974967956543,0.45404937863349915,-0.1900814324617386,34.12537895504251,,,1.5612398933214617,0.4741086959838867,-53.45494079589844,0.5260447859764099,0.27852898836135864,1.0,,,1.1519274711608887,1.0,,,,,
1,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,6,train,dynamics_bounds_only,dynamics_bounds_only,False,diffuser,diffuser_train_set,1,0.0,0.0,,,,,,0.4521921415091984,0.05171922221779823,400.0,0.3203984749317169,320.3984749317169,/u/home/llim/FMPCC/FM-PCC/logs/aligning-d3il-visual/plans/fm_visual_aligning/(Bf_U8_Legacy_complex_struct)H8_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_a1.5_b1.0_aw1_VTrue_steps1000_bs64_filmv2/H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,,,,,,,,,,,,,,,,,,,,,,,,-89.34403991699219,0.5858646035194397,-0.15983450412750244,-111.03575864712705,,,0.42785291730890174,0.4713045060634613,-25.27797508239746,0.5632068514823914,0.31092506647109985,1.0,,,0.45219212770462036,1.0,,,,,
1,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,6,train,dynamics_bounds_only,dynamics_bounds_only,False,diffuser,diffuser_train_set,2,0.0,0.0,,,,,,0.5604244339097222,0.46999117732048035,400.0,0.32138872385025025,321.38872385025024,/u/home/llim/FMPCC/FM-PCC/logs/aligning-d3il-visual/plans/fm_visual_aligning/(Bf_U8_Legacy_complex_struct)H8_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_a1.5_b1.0_aw1_VTrue_steps1000_bs64_filmv2/H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,,,,,,,,,,,,,,,,,,,,,,,,82.14225769042969,0.4986816346645355,-0.1442757397890091,83.78338982444731,,,0.5939375246173924,0.4066259264945984,-11.047783851623535,0.5569613575935364,0.258152037858963,1.0,,,0.5604244470596313,1.0,,,,,
1,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,6,train,dynamics_bounds_only,dynamics_bounds_only,False,dpcc-c,dpcc-c_train_set,0,0.0,0.0,,,,,,1.0026641900086541,0.4780680239200592,400.0,0.44554114818573,445.54114818573,/u/home/llim/FMPCC/FM-PCC/logs/aligning-d3il-visual/plans/fm_visual_aligning/(Bf_U8_Legacy_complex_struct)H8_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_a1.5_b1.0_aw1_VTrue_steps1000_bs64_filmv2/H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,,,,,,,,,,,,,,,,,,,,,,,,-41.7974967956543,0.45404937863349915,-0.1900814324617386,57.547613458291146,,,1.031136027194726,0.4741086959838867,-53.45494079589844,0.5260447859764099,0.27852898836135864,1.0,,,1.0026642084121704,1.0,,,,,
1,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,6,train,dynamics_bounds_only,dynamics_bounds_only,False,dpcc-c,dpcc-c_train_set,1,0.0,0.0,,,,,,0.4136585891535169,0.0328170470893383,400.0,0.44780700862407685,447.80700862407684,/u/home/llim/FMPCC/FM-PCC/logs/aligning-d3il-visual/plans/fm_visual_aligning/(Bf_U8_Legacy_complex_struct)H8_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_a1.5_b1.0_aw1_VTrue_steps1000_bs64_filmv2/H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,,,,,,,,,,,,,,,,,,,,,,,,-89.34403991699219,0.5858646035194397,-0.15983450412750244,-89.34403991699223,,,0.47130450814384856,0.4713045060634613,-25.27797508239746,0.5632068514823914,0.31092506647109985,1.0,,,0.41365858912467957,1.0,,,,,
1,H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,6,train,dynamics_bounds_only,dynamics_bounds_only,False,dpcc-c,dpcc-c_train_set,2,0.0,0.0,,,,,,0.46222639050863434,1.5583027601242065,400.0,0.44949582338333127,449.4958233833313,/u/home/llim/FMPCC/FM-PCC/logs/aligning-d3il-visual/plans/fm_visual_aligning/(Bf_U8_Legacy_complex_struct)H8_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_a1.5_b1.0_aw1_VTrue_steps1000_bs64_filmv2/H8_K20_Meuler_T0.5_Dfm_visual_aligning.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,,,,,,,,,,,,,,,,,,,,,,,,82.14225769042969,0.4986816346645355,-0.1442757397890091,82.14225769042967,,,0.4066259141762929,0.4066259264945984,-11.047783851623535,0.5569613575935364,0.258152037858963,1.0,,,0.46222639083862305,1.0,,,,,
