Candidate_Letter,Folder_Name,Full_Path,Latest_Snapshot,First_Snapshot,Snapshot_Count,Snapshot_By_Seed,Accuracy,Accuracy_Std,Time_ms,Time_Std,Robustness_Score,Missing_Seeds
49,H8_K2_Meuler_T0.5_Dflow_matcher_v3_alphaflow.models.AlphaFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_alphaflow/H8_Dflow_matcher_v3_alphaflow.models.AlphaFlowODE_aw10_bbunet_tslogit_normal_ai1.0_ae0.0_ag25.0_rf0.5/H8_K2_Meuler_T0.5_Dflow_matcher_v3_alphaflow.models.AlphaFlowODE,20260808_223953,20260808_192053,15,6:20260808_223953 | 7:20260808_195118 | 8:20260808_195500 | 9:20260808_195854 | 10:20260808_200248,0.6458333333333334,,0.0836441704617899,,14.800622238874167,
50,H8_K5_Meuler_T0.5_Dflow_matcher_v3_alphaflow.models.AlphaFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_alphaflow/H8_Dflow_matcher_v3_alphaflow.models.AlphaFlowODE_aw10_bbunet_tslogit_normal_ai1.0_ae0.0_ag25.0_rf0.5/H8_K5_Meuler_T0.5_Dflow_matcher_v3_alphaflow.models.AlphaFlowODE,20260808_233001,20260808_224916,3,6:20260808_233001,0.10416666666666666,,0.8007837238858948,,14.297301376249075,"[7, 8, 9, 10]"
51,H8_K10_Meuler_T0.5_Dmodels.diffusion.GaussianDiffusion,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_drifting/H8_Dmodels.diffusion.GaussianDiffusion_a1.5_b1.0_aw1/H8_K10_Meuler_T0.5_Dmodels.diffusion.GaussianDiffusion,20260521_202300,20260521_155505,4,6:20260521_202300,0.5833333333333334,,0.17482318375552167,,1.9677301933681186,"[7, 8, 9, 10]"
52,K10_thres0_mpc1_n2,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_hardflow(Gen12_Bf_U5)/H8_Dmodels.diffusion.FlowMatchingODE_a1.5_b1.0_aw10/K10_thres0_mpc1_n2,,,0,,1.0,,0.28684797936889805,,6.313093670241889,"[7, 8, 9, 10]"
53,K20_thres0.5_mpc1_n2,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_hardflow(Gen12_Bf_U5)/H8_Dmodels.diffusion.FlowMatchingODE_a1.5_b1.0_aw10/K20_thres0.5_mpc1_n2,,,0,,1.0,,0.4813279461151171,,10.871600706516102,"[7, 8, 9, 10]"
54,K20_thres0_mpc1_n2,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_hardflow(Gen12_Bf_U5)/H8_Dmodels.diffusion.FlowMatchingODE_a1.5_b1.0_aw10/K20_thres0_mpc1_n2,,,0,,1.0,,0.6102314833668363,,11.177023475700292,"[7, 8, 9, 10]"
55,K20_thres0_mpc4_n2,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_hardflow(Gen12_Bf_U5)/H8_Dmodels.diffusion.FlowMatchingODE_a1.5_b1.0_aw10/K20_thres0_mpc4_n2,,,0,,1.0,,1.7424579917620433,,20.417026924489544,"[7, 8, 9, 10]"
56,K2_thres0_mpc1_n2,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_hardflow(Gen12_Bf_U5)/H8_Dmodels.diffusion.FlowMatchingODE_a1.5_b1.0_aw10/K2_thres0_mpc1_n2,,,0,,0.6666666666666666,,0.052136827166281124,,3.521114002321926,"[7, 8, 9, 10]"
57,K5_thres0_mpc1_n2,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_hardflow(Gen12_Bf_U5)/H8_Dmodels.diffusion.FlowMatchingODE_a1.5_b1.0_aw10/K5_thres0_mpc1_n2,,,0,,0.75,,0.14944996664298377,,10.004410522296086,"[7, 8, 9, 10]"
58,H8_K10_Dmodels.diffusion.FlowMatchingODE(UNORGNIZED),/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_hardflow(Gen12_Bf_U5)/H8_K10_Dmodels.diffusion.FlowMatchingODE(UNORGNIZED),,,0,,,,,,0.0,"[7, 8, 9, 10]"
59,K20_thres0.5_mpc4_n2,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_hardflow(Gen12_bf_Fix6_wrong_batch_parallel)/H8_Dmodels.diffusion.FlowMatchingODE_a1.5_b1.0_aw10/K20_thres0.5_mpc4_n2,,,0,,0.8666666666666667,,1.365825621071549,,101.17666606271322,
60,H8_K10_Dmodels.diffusion.FlowMatchingODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_hardflow(Gen12_bf_Fix6_wrong_batch_parallel)/H8_K10_Dmodels.diffusion.FlowMatchingODE,,,0,,,,,,0.0,
61,K20_thres0.05_mpc4_n2,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_hardflow/H8_Dmodels.diffusion.FlowMatchingODE_a1.5_b1.0_aw10/K20_thres0.05_mpc4_n2,,,0,,0.7777777777777777,,0.3326994696373055,,62.1417286478446,"[7, 8, 9, 10]"
62,K20_thres0.1_mpc4_n2,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_hardflow/H8_Dmodels.diffusion.FlowMatchingODE_a1.5_b1.0_aw10/K20_thres0.1_mpc4_n2,,,0,,0.8333333333333334,,0.3799996357706823,,64.72876629675872,"[7, 8, 9, 10]"
63,K20_thres0.5_mpc4_n2,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_hardflow/H8_Dmodels.diffusion.FlowMatchingODE_a1.5_b1.0_aw10/K20_thres0.5_mpc4_n2,,,0,,0.8333333333333334,,0.8250568787407303,,20.89240307637432,"[7, 8, 9, 10]"
64,K2_thres0.5_mpc1_n2_msgmpc1,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_hardflow/H8_Dmodels.diffusion.FlowMatchingODE_a1.5_b1.0_aw10/K2_thres0.5_mpc1_n2_msgmpc1,,,0,,0.8888888888888888,,0.03885123588207992,,3.201265025623041,"[7, 8, 9, 10]"
65,H8_K10_Dmodels.diffusion.FlowMatchingODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_hardflow/H8_K10_Dmodels.diffusion.FlowMatchingODE,,,0,,,,,,0.0,"[7, 8, 9, 10]"
66,H8_K10_Dmodels.diffusion.FlowMatchingODE_msgmpc1,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_hardflow/H8_K10_Dmodels.diffusion.FlowMatchingODE_msgmpc1,,,0,,,,,,0.0,"[7, 8, 9, 10]"
67,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(1e4_U5)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objmeanflow_jvp/H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260616_180446,20260616_171716,3,6:20260616_180446,0.6666666666666666,,0.4959228520052386,,1.5801486856638232,"[7, 8, 9, 10]"
68,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(1e4_U5)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objmeanflow_jvp/H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260616_141001,20260616_140029,3,6:20260616_141001,0.6666666666666666,,0.060289406941576064,,0.9066474575120341,"[7, 8, 9, 10]"
69,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(1e4_beta_U4)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.5_b1.0_aw10_objmeanflow_jvp/H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260614_213229,20260614_205423,3,6:20260614_213229,0.5833333333333334,,0.4550292989258491,,1.8136583153606847,"[7, 8, 9, 10]"
70,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(1e5_U5)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objmeanflow_jvp/H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260617_073831,20260617_065800,3,6:20260617_073831,0.5277777777777778,,0.48172675408790183,,1.8614680102926522,"[7, 8, 9, 10]"
71,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(1e5_beta_U4)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.5_b1.0_aw10_objmeanflow_jvp/H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260615_091019,20260615_081837,3,6:20260615_091019,0.3055555555555555,,0.5344827706469627,,2.7790060456097807,"[7, 8, 9, 10]"
72,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(1e5_beta_U4)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.5_b1.0_aw10_objmeanflow_jvp/H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260615_095505,20260615_094751,3,6:20260615_095505,0.4444444444444444,,0.05232034429903898,,1.5354228876070755,"[7, 8, 9, 10]"
73,(legacy_F2)H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(Bf_U3)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.5_b1.0_aw10/(legacy_F2)H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260531_150906,20260531_150233,3,6:20260531_150906,0.4166666666666667,,0.04940915735074775,,1.6838644540907826,"[7, 8, 9, 10]"
74,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(Bf_U3)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.5_b1.0_aw10/H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260602_211437,20260602_203816,3,6:20260602_211437,0.47222222222222227,,0.4277725139594925,,1.9818544478506035,"[7, 8, 9, 10]"
75,H8_K20_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(Bf_U3)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.5_b1.0_aw10/H8_K20_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260601_154815,20260601_143006,3,6:20260601_154815,0.5555555555555556,,1.109663479038443,,1.7573098243613472,"[7, 8, 9, 10]"
76,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(Bf_U3)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.5_b1.0_aw10/H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260601_163855,20260601_163109,3,6:20260601_163855,0.4444444444444444,,0.04990740635062139,,2.3815011942283446,"[7, 8, 9, 10]"
77,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(Bf_U3p2Final)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.5_b1.0_aw10/H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260611_103039,20260611_095314,3,6:20260611_103039,0.47222222222222215,,0.4883378997298318,,1.6845225035021054,"[7, 8, 9, 10]"
78,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(Bf_U4)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.5_b1.0_aw10/H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260611_151613,20260611_143056,3,6:20260611_151613,0.47222222222222215,,0.5010685531442934,,1.9389621579594283,"[7, 8, 9, 10]"
79,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(Bf_U9)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objmeanflow_jvp_bbdit/H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260620_111625,20260620_104331,3,6:20260620_111625,0.47222222222222215,,0.5523157985964927,,1.0587206540277765,"[7, 8, 9, 10]"
80,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(Bf_U9)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objmeanflow_jvp_bbunet_tslogit_normal/H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260629_072523,20260629_065849,3,6:20260629_072523,0.49999999999999994,,0.5212479080327758,,1.4857273369094053,"[7, 8, 9, 10]"
81,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(CFG_OFF_U9)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw1_objmeanflow_jvp_bbdit_tslogit_normal/H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260713_145743,20260713_143433,3,6:20260713_145743,0.7222222222222223,,0.4268377768013521,,0.8536290085689694,"[7, 8, 9, 10]"
82,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(U6_DiT_1e4)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objmeanflow_jvp_bbdit/H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260617_121218,20260617_112045,3,6:20260617_121218,0.638888888888889,,0.6384359424032199,,1.9595846239101324,"[7, 8, 9, 10]"
83,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,"/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(aw1, 1e4train, dit)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw1_objmeanflow_jvp_bbdit_tslogit_normal/H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE",20260708_121601,20260708_113801,3,6:20260708_121601,0.47222222222222227,,0.6027880989306985,,2.17683864771455,"[7, 8, 9, 10]"
84,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(cfgO_0_in_eval_DiT_1e5)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objmeanflow_jvp_bbdit/H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260618_195550,20260618_190536,3,6:20260618_195550,0.36111111111111116,,0.5597170775187599,,2.1420637423805844,"[7, 8, 9, 10]"
85,H8_K20_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(cfgO_0_in_eval_DiT_1e5)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objmeanflow_jvp_bbdit/H8_K20_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260618_231211,20260618_211742,3,6:20260618_231211,0.4166666666666667,,1.3697430910397521,,1.8851561395561967,"[7, 8, 9, 10]"
86,H8_K20_Mrk4_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(cfgO_0_in_eval_DiT_1e5)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objmeanflow_jvp_bbdit/H8_K20_Mrk4_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260619_110750,20260619_094631,3,6:20260619_110750,0.3888888888888889,,1.5537797874973425,,3.6926307289625693,"[7, 8, 9, 10]"
87,H8_K2_Mrk4_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(cfgO_0_in_eval_DiT_1e5)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objmeanflow_jvp_bbdit/H8_K2_Mrk4_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260619_100202,20260619_095338,3,6:20260619_100202,0.25,,0.0953542557051677,,3.025688062280026,"[7, 8, 9, 10]"
88,H8_K40_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(cfgO_0_in_eval_DiT_1e5)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objmeanflow_jvp_bbdit/H8_K40_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260619_025804,20260618_231704,3,6:20260619_025804,0.3055555555555556,,2.790282780851902,,2.1900579320587825,"[7, 8, 9, 10]"
89,H8_K10_Mrk4_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(cfgO_0_in_eval_DiT_1e5)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw20_objmeanflow_jvp_bbdit/H8_K10_Mrk4_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260619_094033,20260619_094033,1,6:20260619_094033,,,,,0.0,"[7, 8, 9, 10]"
90,H8_K10_Meuler_Dflow_matcher_v3_imeanflow.models.iMFDiffusion,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(incorrect)/H8_Dflow_matcher_v3_imeanflow.models.iMFDiffusion_a1.5_b1.0_aw10/H8_K10_Meuler_Dflow_matcher_v3_imeanflow.models.iMFDiffusion,20260521_214552,20260521_200805,4,6:20260521_214552,0.16666666666666666,,0.41181408954930165,,4.6254939379311795,"[7, 8, 9, 10]"
91,H8_K1_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(incorrect)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.5_b1.0_aw10/H8_K1_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260529_222657,20260529_221058,4,6:20260529_222657,0.0,,0.09063100364978371,,5.489816290886042,"[7, 8, 9, 10]"
92,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(incorrect)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.5_b1.0_aw10/H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260530_095857,20260530_094333,3,6:20260530_095857,0.0,,0.11097103878911581,,5.663483366264396,"[7, 8, 9, 10]"
93,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(uniform_no_aux_U4_1e5)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1_b1.0_aw10_objmeanflow_jvp/H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260615_183130,20260615_172017,3,6:20260615_183130,0.47222222222222215,,0.6386795671910493,,2.738823357342205,"[7, 8, 9, 10]"
94,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(with_CFG_default_config_U9_DiT)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw1_objmeanflow_jvp_bbdit_tslogit_normal/H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260709_152110,20260709_141453,3,6:20260709_152110,0.19444444444444442,,0.8382026732419394,,4.05544104000454,"[7, 8, 9, 10]"
95,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(with_o4_cfg_DiT_1e5)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objmeanflow_jvp_bbdit/H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260618_004153,20260617_235314,3,6:20260618_004153,0.36111111111111116,,0.5416661307658616,,2.1420843576452064,"[7, 8, 9, 10]"
96,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow(with_o4_cfg_DiT_1e5)/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objmeanflow_jvp_bbdit/H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260618_094825,20260618_093621,3,6:20260618_094825,0.25,,0.09751362807901319,,2.8743731104295254,"[7, 8, 9, 10]"
97,H8_K100_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objimf_official_bbdit_tslogit_normal(setup1)/H8_K100_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260716_172820,20260716_115604,3,6:20260716_172820,0.47222222222222215,,6.847778416809258,,1.6652380771701962,"[7, 8, 9, 10]"
98,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objimf_official_bbdit_tslogit_normal(setup1)/H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260715_114457,20260715_112040,3,6:20260715_114457,0.6666666666666666,,0.387435829152581,,1.1157248993535167,"[7, 8, 9, 10]"
99,H8_K1_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objimf_official_bbdit_tslogit_normal(setup1)/H8_K1_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260716_214045,20260716_213534,3,6:20260716_214045,0.638888888888889,,0.0317856329120872,,1.076349751568058,"[7, 8, 9, 10]"
100,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objimf_official_bbdit_tslogit_normal(setup1)/H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260714_225255,20260714_224726,3,6:20260714_225255,0.75,,0.037101893198280084,,0.7652321781791803,"[7, 8, 9, 10]"
101,H8_K50_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objimf_official_bbdit_tslogit_normal(setup1)/H8_K50_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260716_004756,20260715_222530,3,6:20260716_004756,0.611111111111111,,2.826400634090572,,0.8651696003916114,"[7, 8, 9, 10]"
102,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objimf_official_bbdit_tslogit_normal(setup2)/H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260718_212748,20260718_210546,3,6:20260718_212748,0.6111111111111112,,0.3766862058524654,,1.693321451337609,"[7, 8, 9, 10]"
103,H8_K1_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,/data/home/llim/FMPCC/FM-PCC/logs/avoiding-d3il/plans/flow_matching_v3_imeanflow/H8_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE_a1.0_b1.0_aw10_objimf_official_bbdit_tslogit_normal(setup2)/H8_K1_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,20260718_205600,20260718_205110,3,6:20260718_205600,0.7777777777777777,,0.02810464840237231,,0.8270354601109431,"[7, 8, 9, 10]"
